snapshot_id,time,cell_id,x,y,partition,stage,depth,velocity
snapshot_1,12.414817772550741,0,53.72190651832894,7.913495306583758,unpartitioned,0.38,0.14139428379818664,5.235480527294122e-17
snapshot_1,12.414817772550741,1,104.36900000000001,12.406666666666666,basin,0.38,0.0861429090909091,4.636202681606648e-16
snapshot_1,12.414817772550741,2,100.0,15.839999999999998,basin,0.38,0.09090909090909094,2.0168756758001944e-16
snapshot_1,12.414817772550741,3,12.806583855036038,41.15880647054696,unpartitioned,0.38,0.1360291812490516,8.559651477819721e-17
snapshot_1,12.414817772550741,4,30.9375,0.8190274466628055,unpartitioned,0.38,0.16625,1.149126063450391e-16
snapshot_1,12.414817772550741,5,103.33333333333333,24.373333333333335,basin,0.38,0.07060606060606062,6.503667476529174e-16
snapshot_1,12.414817772550741,6,74.83333333333333,36.67803613187993,basin,0.38,0.06836363636363635,3.5884130616824047e-16
snapshot_1,12.414817772550741,7,99.48351648351648,21.79347985347985,basin,0.38,0.09147252747252749,6.629243937197582e-16
snapshot_1,12.414817772550741,8,46.837672657215485,20.411983501973932,unpartitioned,0.38,0.1489043571012195,2.527010980375667e-16
snapshot_1,12.414817772550741,9,107.33333333333333,38.85333333333333,basin,0.38,0.03290909090909094,6.654950641525133e-16
snapshot_1,12.414817772550741,10,94.0,26.373333333333335,basin,0.38,0.06412121212121213,1.9417002025945769e-16
snapshot_1,12.414817772550741,11,104.59953333333334,18.87333333333333,basin,0.38,0.08589141818181822,3.589589792854517e-16
snapshot_1,12.414817772550741,12,80.044118170286,1.679428611211944,basin,0.38,0.1126791438142335,3.932562372465676e-16
snapshot_1,12.414817772550741,13,107.03566666666667,11.9,basin,0.38,0.08323381818181824,3.581965353786619e-16
snapshot_1,12.414817772550741,14,100.66666666666667,24.373333333333335,basin,0.38,0.07351515151515159,5.59616174725331e-16
snapshot_1,12.414817772550741,15,96.06337930888635,8.912548029380089,basin,0.38,0.09520358620848762,5.646729070437388e-16
snapshot_1,12.414817772550741,16,100.81684981684981,20.126813186813187,basin,0.38,0.09001798201798206,3.0242592255009485e-16
snapshot_1,12.414817772550741,17,102.92388750846119,10.290871398407502,basin,0.38,0.0877193954453151,6.467660422115913e-16
snapshot_1,12.414817772550741,18,108.66666666666667,21.12,basin,0.38,0.0814545454545455,5.281049707409775e-16
snapshot_1,12.414817772550741,19,103.33333333333333,21.373333333333335,basin,0.38,0.08727272727272728,2.396135551281938e-16
snapshot_1,12.414817772550741,20,108.59953333333334,14.780000000000001,basin,0.38,0.08152778181818182,4.255057516417764e-16
snapshot_1,12.414817772550741,21,107.33333333333333,32.61333333333334,basin,0.38,0.03290909090909094,5.408661215100738e-16
snapshot_1,12.414817772550741,22,92.0,24.373333333333335,basin,0.38,0.08296969696969697,5.903312421982814e-16
