case_name,scenario_family,partition,max_depth_map_difference,arrival_time_map_difference,inundated_area_difference,wet_area_iou,wet_area_csi
frontal_basin_fill_strict_global_min_dt,frontal_basin_fill,basin,0.0,0.0,0.0,1.0,1.0
frontal_basin_fill_strict_global_min_dt,frontal_basin_fill,unpartitioned,0.0,0.0,0.0,1.0,1.0
