t,stage_ref,stage_case,diff,threshold,ref_crossing_time,case_crossing_time,arrival_time_diff
0.0,0.92,0.92,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
0.5,0.9200000166893005,0.9200000166893005,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
1.0,0.9200000166893005,0.9200000166893005,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
1.5,0.9199992417794204,0.9199992417794204,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
2.0,0.9199926285607635,0.9199926285607635,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
2.5,0.9199727064986468,0.9199727064986468,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
3.0,0.9199271532658213,0.9199271532658213,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
3.5,0.9198397031681954,0.9198397031681954,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
4.0,0.9196937786616388,0.9196937786616388,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
4.5,0.9194708685872441,0.9194708685872441,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
5.0,0.9191508652898799,0.9191508652898799,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
5.5,0.9187148243200367,0.9187148243200367,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
6.0,0.9181458495739262,0.9181458495739262,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
6.5,0.9174296558462429,0.9174296558462429,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
7.0,0.9165493428074675,0.9165493428074675,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
7.5,0.9154973664871824,0.9154973664871824,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
8.0,0.9142676273804609,0.9142676273804609,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
8.5,0.9128527802705043,0.9128527802705043,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
9.0,0.9112561512446353,0.9112561512446353,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
9.5,0.9094824944361216,0.9094824944361216,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
10.0,0.9075343267830526,0.9075343267830526,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
10.5,0.9054243996066923,0.9054243996066923,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
11.0,0.9031624364174031,0.9031624364174031,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
11.5,0.9007605655491088,0.9007605655491088,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
12.0,0.8982353903310956,0.8982353903310956,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
12.5,0.8956007328150116,0.8956007328150116,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
13.0,0.8928755234062262,0.8928755234062262,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
13.5,0.8900736420097267,0.8900736420097267,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
14.0,0.8872128717129163,0.8872128717129163,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
14.5,0.8843085355006748,0.8843085355006748,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
15.0,0.88137630403613,0.88137630403613,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
15.5,0.8784299213448944,0.8784299213448944,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
16.0,0.8754831620968139,0.8754831620968139,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
16.5,0.8725484751593768,0.8725484751593768,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
17.0,0.8696360830057218,0.8696360830057218,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
17.5,0.8667550383813295,0.8667550383813295,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
18.0,0.8639119651677597,0.8639119651677597,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
18.5,0.8611139958468068,0.8611139958468068,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
19.0,0.8583643237476516,0.8583643237476516,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
