time,control_id,stage
0.0,floodplain_probe,0.8200000000000001
0.11024999618530273,floodplain_probe,0.819508315330689
0.22552120042560944,floodplain_probe,0.8190474260889837
0.34083378438774486,floodplain_probe,0.8186303781601718
0.4561732277010395,floodplain_probe,0.8182552943576656
0.5715280086533073,floodplain_probe,0.8179220740064541
0.6868918105424315,floodplain_probe,0.8176305837534072
0.802262354921566,floodplain_probe,0.8173812332373037
0.9176366950110963,floodplain_probe,0.8171736407787622
1.0330135071201163,floodplain_probe,0.8170074109371168
1.148386976831708,floodplain_probe,0.8168815777087619
1.263749340920678,floodplain_probe,0.8167956582801533
1.3790932078643179,floodplain_probe,0.8167481366815676
1.4944141386353533,floodplain_probe,0.8167363518414007
1.6097098708011335,floodplain_probe,0.816756289058718
1.724982648992793,floodplain_probe,0.8168036913464942
1.8402385581187268,floodplain_probe,0.8168718231212707
1.9554811878230756,floodplain_probe,0.8169547889685684
2.070704249941241,floodplain_probe,0.8170458963071263
2.185908557783925,floodplain_probe,0.8174616548433619
2.3010661171372897,floodplain_probe,0.8178676284957889
2.4161726486681427,floodplain_probe,0.818261027324215
2.5312387245055445,floodplain_probe,0.8186418588966409
2.6462735694924473,floodplain_probe,0.8190041490372882
2.7612747404629463,floodplain_probe,0.8193420773612751
2.876250150127742,floodplain_probe,0.8201611348211916
2.991189518393589,floodplain_probe,0.8210273389983
3.1060212423212694,floodplain_probe,0.8216465994716597
3.2208150085715745,floodplain_probe,0.8223846197751286
3.335555457798801,floodplain_probe,0.8228650747921636
3.450266209042901,floodplain_probe,0.8234664744050236
3.5649473562617846,floodplain_probe,0.8239937106332952
3.679600593881587,floodplain_probe,0.8242550344987634
3.794256392484659,floodplain_probe,0.824663287366515
3.908918897433798,floodplain_probe,0.8250025903403183
4.0235913444445,floodplain_probe,0.8252801895577657
4.138215406742038,floodplain_probe,0.8254966581105153
4.252776907059156,floodplain_probe,0.8256542795881218
4.367280690484798,floodplain_probe,0.8257561693710944
4.481734069542042,floodplain_probe,0.8258095145880139
4.596140928850728,floodplain_probe,0.8258207790265274
4.710507801325464,floodplain_probe,0.8257968194292522
4.824841232861282,floodplain_probe,0.8257431612591335
4.939147352339863,floodplain_probe,0.8256640368948401
5.053434142135259,floodplain_probe,0.8255668418612429
5.1677029393266185,floodplain_probe,0.8254577653753833
5.281938492654908,floodplain_probe,0.8253401565452596
5.3961446587661746,floodplain_probe,0.8252196630625558
5.5103248417061295,floodplain_probe,0.8251000651205437
5.624485258396822,floodplain_probe,0.8249823900746204
5.738627857587118,floodplain_probe,0.824868348935017
5.852757357768914,floodplain_probe,0.8247605643113456
5.966875541240866,floodplain_probe,0.824661954671005
6.080984811271217,floodplain_probe,0.8245755826957637
6.1950858278787395,floodplain_probe,0.8245018895249644
6.309178181095984,floodplain_probe,0.8244421432238472
6.42326106930027,floodplain_probe,0.8243967214601672
6.537333464388308,floodplain_probe,0.8243661937700751
6.651394602279894,floodplain_probe,0.8243491306496004
6.765443625597148,floodplain_probe,0.824344863150904
6.879479559834914,floodplain_probe,0.8243531974981748
6.993497995327227,floodplain_probe,0.8243734368373694
7.107495501313745,floodplain_probe,0.8244047512041581
7.221469314087653,floodplain_probe,0.8244461618333266
7.335416927429209,floodplain_probe,0.8244964041932247
7.449335883440309,floodplain_probe,0.8245530217804148
7.563224397398432,floodplain_probe,0.8246148224176881
7.677081917040024,floodplain_probe,0.8246810795738859
7.790908910124215,floodplain_probe,0.8247516265592646
7.904706370614309,floodplain_probe,0.8248267773373323
8.01847527976014,floodplain_probe,0.8249069139994986
8.13221824931895,floodplain_probe,0.8249921247277909
8.24593849156376,floodplain_probe,0.8250822934033288
8.359639647567276,floodplain_probe,0.8251762365091374
8.473323207170928,floodplain_probe,0.8252738415823909
8.586991181443011,floodplain_probe,0.8253741375572748
8.700645220722308,floodplain_probe,0.8254788345060368
8.814287429924677,floodplain_probe,0.8255897000529463
8.927919160101162,floodplain_probe,0.8257073163628141
9.041541498897264,floodplain_probe,0.8258320719169294
9.15513938499192,floodplain_probe,0.8259639735679387
9.268701062500735,floodplain_probe,0.8261029594429363
9.382225299161396,floodplain_probe,0.826248869148974
9.495711176152277,floodplain_probe,0.826401720864811
9.609158205768182,floodplain_probe,0.8265615032728859
9.72256620592933,floodplain_probe,0.8267282810205658
9.835935376927367,floodplain_probe,0.8269020029760411
9.949265938663004,floodplain_probe,0.8270823216128159
10.062558105707303,floodplain_probe,0.8272687715247979
10.175812146709157,floodplain_probe,0.8274610335875457
10.289029022971913,floodplain_probe,0.8276586526871319
10.402211264565356,floodplain_probe,0.8278612542297644
10.515360765695425,floodplain_probe,0.8280681472594456
10.628479456506417,floodplain_probe,0.8278359528321657
10.741611301417649,floodplain_probe,0.8280861861170979
10.854705090451477,floodplain_probe,0.8283333956437005
10.967771246902117,floodplain_probe,0.8281429234975647
11.080843407589386,floodplain_probe,0.8284379842961763
11.193876155272886,floodplain_probe,0.8285090002583834
11.306901158102603,floodplain_probe,0.8286019303711859
11.419908596332368,floodplain_probe,0.8287088174037651
11.532905098736798,floodplain_probe,0.8288327481179082
11.645884494250764,floodplain_probe,0.8287451524957188
11.75887414215393,floodplain_probe,0.8291439806172651
11.871820047291072,floodplain_probe,0.8290869370857538
11.984754516012874,floodplain_probe,0.8295204427258932
12.097654733701829,floodplain_probe,0.8294932730384807
12.210522589215415,floodplain_probe,0.8294939522372806
12.32336072617067,floodplain_probe,0.829978975375882
12.43617132377429,floodplain_probe,0.8299960037828451
12.54895586724448,floodplain_probe,0.8300335429774433
12.661715999438146,floodplain_probe,0.8300893080839359
12.774453595100839,floodplain_probe,0.8304001096767814
12.887169375185763,floodplain_probe,0.8304802095274224
12.999864744365171,floodplain_probe,0.8305773115851829
13.112540163431865,floodplain_probe,0.8309283268533891
13.22519576790984,floodplain_probe,0.8310384169736683
13.33783205484789,floodplain_probe,0.8311625666200498
13.450449643660953,floodplain_probe,0.8312977849615814
13.5630483183175,floodplain_probe,0.8314430493831707
13.67562754570674,floodplain_probe,0.8315994518610924
13.788187473562052,floodplain_probe,0.8317643515541602
13.900728136143455,floodplain_probe,0.8319375478206917
14.013248899511115,floodplain_probe,0.8321181436607166
14.125750619185531,floodplain_probe,0.8323051476247643
14.238234727053563,floodplain_probe,0.8322477363601948
14.350702273682163,floodplain_probe,0.8316596814433748
14.463154353583551,floodplain_probe,0.832483822130001
14.575592032971455,floodplain_probe,0.8317161948361674
14.688016834316006,floodplain_probe,0.8318420482288603
14.800430798041502,floodplain_probe,0.8312170995352037
14.91283488364235,floodplain_probe,0.8316989913076809
15.025229839653946,floodplain_probe,0.8311868658808702
15.137617675773106,floodplain_probe,0.8312206773167361
15.249999710763673,floodplain_probe,0.8310428745715569
15.362376709511413,floodplain_probe,0.8314446803941055
15.474750048230081,floodplain_probe,0.8311867411185258
15.587120170585635,floodplain_probe,0.8312093049237649
15.699485442934638,floodplain_probe,0.8315065703186548
15.811847265911,floodplain_probe,0.8313383474097533
15.924209007452811,floodplain_probe,0.8312315034863516
16.03657423422303,floodplain_probe,0.8316740907198488
16.148944926088987,floodplain_probe,0.8316551343282065
16.26132134178053,floodplain_probe,0.8316883300091065
16.37370334349397,floodplain_probe,0.8317738079387408
16.4860921463861,floodplain_probe,0.8321540123534704
16.598488062466647,floodplain_probe,0.8323144554748051
16.710890444459203,floodplain_probe,0.8325115818439213
16.823299002376555,floodplain_probe,0.8327399285842373
16.935713248518823,floodplain_probe,0.8329939075197235
17.04813260298602,floodplain_probe,0.8332698356670808
17.160556660594967,floodplain_probe,0.8335643363320848
17.272989831556224,floodplain_probe,0.8338742297352774
17.38543445244736,floodplain_probe,0.8341960428227508
17.49788973067291,floodplain_probe,0.8345267543100799
17.610355232602817,floodplain_probe,0.8348628168102865
17.722831929796985,floodplain_probe,0.8352009015945568
17.835320967378035,floodplain_probe,0.835535936739308
17.94782367473407,floodplain_probe,0.8358642275193302
18.060274919965206,floodplain_probe,0.8361837184780784
18.17267666005663,floodplain_probe,0.8364924597210016
18.285035098451786,floodplain_probe,0.8367896507799754
18.397354851920873,floodplain_probe,0.8370755630218861
18.509639707479042,floodplain_probe,0.8373513939962473
18.621891442064285,floodplain_probe,0.837617784586863
18.734113016000855,floodplain_probe,0.8378746037405577
18.846306532962796,floodplain_probe,0.83812192738355
18.958473730944647,floodplain_probe,0.8383598189419013
19.070613991768433,floodplain_probe,0.8385878826960335
19.18272791001961,floodplain_probe,0.8388058357863952
19.294817408457014,floodplain_probe,0.8390139914769557
19.406884708632997,floodplain_probe,0.839212761913449
19.5189312356328,floodplain_probe,0.8394027902535418
19.630957921917204,floodplain_probe,0.8395847684347562
19.742965722165525,floodplain_probe,0.8397592921042694
19.854955997023016,floodplain_probe,0.8399273409500861
19.966928238744593,floodplain_probe,0.8400884980479515
20.078883825774824,floodplain_probe,0.8402427691399855
20.190825011622017,floodplain_probe,0.8403906065024993
20.302753805650138,floodplain_probe,0.8405324244782604
20.414671559161835,floodplain_probe,0.8406691588887482
20.526578767290342,floodplain_probe,0.840801565813089
20.638475768865582,floodplain_probe,0.840929971216627
20.75036333748735,floodplain_probe,0.8410540491476131
20.86224434829256,floodplain_probe,0.8411743623455737
20.974121125077907,floodplain_probe,0.8412911826158996
21.085995908962676,floodplain_probe,0.8414047752852772
21.19787080755839,floodplain_probe,0.8415148214043271
21.309747844934748,floodplain_probe,0.8416206711602261
21.421628630708057,floodplain_probe,0.8417219008423811
21.533514420704453,floodplain_probe,0.8418184933193272
21.645406717335035,floodplain_probe,0.8419106884000354
21.757307393501193,floodplain_probe,0.8426410976631508
