cell_id,x,y,area,partition,max_depth,arrival_time,final_stage,final_depth,final_velocity
0,68.875,27.473885485415142,11.72856591641721,unpartitioned,0.3295723107837407,0.0,0.5667132849762708,0.3276775706905566,0.036829827095870196
1,82.90129357763273,12.719098072232777,16.151869455837243,unpartitioned,0.31934496711964666,0.0,0.5635096613883143,0.31245140975034336,0.02667437243597692
2,41.300000000000004,40.106666666666676,6.216000000000008,storage_plain,0.30489735865405904,0.0,0.5696083017823192,0.3042083017823192,0.0337712483478487
3,31.583333333333332,30.920666666666673,14.855500000000006,unpartitioned,0.34563271540536844,0.0,0.5657491608381463,0.342011065600051,0.027823190181688856
4,70.69999999999999,40.10666666666666,6.2159999999998945,storage_plain,0.2787937054321481,0.0,0.5693937054321481,0.2787937054321481,0.03792807221408259
5,58.800000000000004,43.97088469131737,5.986857851766217,storage_plain,0.2965529455816028,0.0,0.5708781185240391,0.2904781185240391,0.040538275385761914
6,70.45833333333333,32.70708243494045,18.421981174475604,unpartitioned,0.293972988453926,0.0,0.5676403242648377,0.2939141337886472,0.03601417424920635
7,69.575,36.04041576827379,15.53716614663631,unpartitioned,0.2789130026812668,0.0,0.568526011050221,0.2788902967645068,0.03683804753112789
8,80.0,27.756212357373148,16.36545171152227,unpartitioned,0.3196848478048836,0.0,0.5654413971258946,0.31686996855446603,0.02933620693660124
9,68.83333333333333,40.77333333333333,4.172000000000253,storage_plain,0.2864368474678389,0.0,0.5696976302221437,0.2806976302221437,0.0392490991166211
10,73.62971933085045,41.93358466040067,12.546745509238235,storage_plain,0.27610993536021394,0.0,0.5692211233580857,0.27610993536021394,0.03764701709327312
11,47.6,40.45333333333334,5.600000000000023,storage_plain,0.30635472140379644,0.0,0.5699098190289213,0.29910981902892136,0.03794717578930528
12,75.53866340041128,36.86167926931008,18.76408638380849,unpartitioned,0.2735034163908186,0.0,0.5679228868134971,0.27317546104171603,0.03511527974618967
13,38.37028066914954,41.933584660400676,12.546745509238121,storage_plain,0.3075964811338647,0.0,0.5697991659582817,0.30691035395615357,0.03099284390649669
14,51.800000000000004,40.45333333333334,2.800000000000068,storage_plain,0.3027543021299933,0.0,0.5700891775575907,0.2956891775575907,0.039887549258148074
15,105.06910123882066,9.453714333045227,10.111109470987287,unpartitioned,0.2997372949739276,0.0,0.559850585483221,0.28979135584994614,0.0036208821287559705
16,73.625,30.704000000000004,11.286000000000058,unpartitioned,0.30792004957057056,0.0,0.5668985725857492,0.30712476306193964,0.03544307517555012
17,55.23496734624231,34.90043528212465,5.009986444037963,unpartitioned,0.2965335530884811,0.0,0.5686866935604609,0.2913424358351104,0.03917573638552462
18,31.04125943356261,3.684643672561876,15.71862377083508,unpartitioned,0.3671175304453367,0.0,0.5618175770818463,0.3552107832816498,0.027061874209980907
19,35.25,30.920666666666666,14.855500000000063,unpartitioned,0.3415175280648054,0.0,0.5662358756925921,0.33935492331163974,0.0301281304649765
20,59.150000000000006,38.31542114191265,2.534423402975108,storage_plain,0.29614470652107766,0.0,0.5696470455271723,0.28894704552717226,0.03966536629323949
21,59.03333333333334,39.78666666666667,2.1000000000001364,storage_plain,0.2963380458541696,0.0,0.5699975207813853,0.2893975207813853,0.039651820414545694
22,41.300000000000004,37.345333333333336,11.180399999999963,storage_plain,0.3043788076452944,0.0,0.568875469479724,0.303475469479724,0.0345729850847535
23,45.26666666666667,39.78666666666667,4.2000000000000455,storage_plain,0.30774727915322014,0.0,0.5697386446454773,0.3009386446454773,0.03697132192993576
