series_id,threshold,found_crossing,bracket_t0,bracket_t1,bracket_y0,bracket_y1,crossing_time_interp,peak_value,peak_time
mainstem_mid_candidate,0.83547151020595,True,7.875312447547913,8.638662815093994,0.8340689795357841,0.8398690223693848,8.059901136507847,0.8509430204119002,11.944357097148895
mainstem_mid_reference,0.833339741570609,True,7.934861213712827,8.653960407896244,0.833331857408796,0.8372315679277693,7.93631503813875,0.846679483141218,12.249456378813333
