time,cell_id,x,discharge
0.0,1,5.9999995231629555,0.0
0.0,2,17.999999523162955,0.0
0.0,3,29.999999046325833,0.0
0.0,4,41.99999809265197,0.0
0.0,5,53.99999427795592,0.0
0.0,6,66.0,0.0
0.0,7,78.0,0.0
0.0,8,90.0,0.0
0.0,9,102.0,0.0
0.0,10,114.0,0.0
1.0540235042572021,1,5.9999995231629555,2.027163505554199
1.0540235042572021,2,17.999999523162955,0.351215124130249
1.0540235042572021,3,29.999999046325833,0.027697714045643806
1.0540235042572021,4,41.99999809265197,-0.00012924932525493205
1.0540235042572021,5,53.99999427795592,-0.0028655356727540493
1.0540235042572021,6,66.0,0.0
1.0540235042572021,7,78.0,0.0
1.0540235042572021,8,90.0,0.0
1.0540235042572021,9,102.0,0.0029951524920761585
1.0540235042572021,10,114.0,0.06305311620235443
2.0708277821540833,1,5.9999995231629555,3.518228530883789
2.0708277821540833,2,17.999999523162955,0.9564493298530579
2.0708277821540833,3,29.999999046325833,0.1349596381187439
2.0708277821540833,4,41.99999809265197,0.005737336352467537
2.0708277821540833,5,53.99999427795592,-0.01084192655980587
2.0708277821540833,6,66.0,-0.0006170932319946587
2.0708277821540833,7,78.0,0.0
2.0708277821540833,8,90.0,0.0016748590860515833
2.0708277821540833,9,102.0,0.02533452771604061
2.0708277821540833,10,114.0,0.22406288981437683
3.140916645526886,1,5.9999995231629555,4.397273540496826
3.140916645526886,2,17.999999523162955,1.7635546922683716
3.140916645526886,3,29.999999046325833,0.3742094337940216
3.140916645526886,4,41.99999809265197,0.0354144424200058
3.140916645526886,5,53.99999427795592,-0.020849931985139847
3.140916645526886,6,66.0,-0.0023018885403871536
3.140916645526886,7,78.0,0.0003947028308175504
3.140916645526886,8,90.0,0.009465360082685947
3.140916645526886,9,102.0,0.08130226284265518
3.140916645526886,10,114.0,0.4551302194595337
4.574937731027603,1,5.9999995231629555,3.165067672729492
4.574937731027603,2,17.999999523162955,2.364389181137085
4.574937731027603,3,29.999999046325833,0.874485969543457
4.574937731027603,4,41.99999809265197,0.14826719462871552
4.574937731027603,5,53.99999427795592,-0.024861052632331848
4.574937731027603,6,66.0,-0.004757997579872608
4.574937731027603,7,78.0,0.00377801526337862
4.574937731027603,8,90.0,0.0383480042219162
4.574937731027603,9,102.0,0.21303284168243408
4.574937731027603,10,114.0,0.8119983673095703
5.985296845436096,1,5.9999995231629555,1.2790476083755493
5.985296845436096,2,17.999999523162955,2.2031853199005127
5.985296845436096,3,29.999999046325833,1.3467196226119995
5.985296845436096,4,41.99999809265197,0.3611963987350464
5.985296845436096,5,53.99999427795592,0.004515619948506355
5.985296845436096,6,66.0,-0.0014955280348658562
5.985296845436096,7,78.0,0.01559324748814106
5.985296845436096,8,90.0,0.09787667542695999
5.985296845436096,9,102.0,0.4015948474407196
5.985296845436096,10,114.0,1.17567777633667
7.182931125164032,1,5.9999995231629555,0.5804877281188965
7.182931125164032,2,17.999999523162955,1.8714935779571533
7.182931125164032,3,29.999999046325833,1.5974327325820923
7.182931125164032,4,41.99999809265197,0.5817427039146423
7.182931125164032,5,53.99999427795592,0.068699412047863
7.182931125164032,6,66.0,0.013658561743795872
7.182931125164032,7,78.0,0.037418048828840256
7.182931125164032,8,90.0,0.17539438605308533
7.182931125164032,9,102.0,0.5939512848854065
7.182931125164032,10,114.0,1.4744033813476562
8.638662815093994,1,5.9999995231629555,0.4123900234699249
8.638662815093994,2,17.999999523162955,1.5495983362197876
8.638662815093994,3,29.999999046325833,1.7180471420288086
8.638662815093994,4,41.99999809265197,0.8413327932357788
8.638662815093994,5,53.99999427795592,0.19682946801185608
8.638662815093994,6,66.0,0.05893399566411972
8.638662815093994,7,78.0,0.08629173785448074
8.638662815093994,8,90.0,0.30347496271133423
8.638662815093994,9,102.0,0.853073239326477
8.638662815093994,10,114.0,1.8129085302352905
10.0,1,5.9999995231629555,0.40047845244407654
10.0,2,17.999999523162955,1.3424792289733887
10.0,3,29.999999046325833,1.7034780979156494
10.0,4,41.99999809265197,1.0320613384246826
10.0,5,53.99999427795592,0.3566489815711975
10.0,6,66.0,0.13982616364955902
10.0,7,78.0,0.16378657519817352
10.0,8,90.0,0.45636314153671265
10.0,9,102.0,1.107825517654419
10.0,10,114.0,2.0978541374206543
11.232068479061127,1,5.9999995231629555,0.4000134766101837
11.232068479061127,2,17.999999523162955,1.2006049156188965
11.232068479061127,3,29.999999046325833,1.6312644481658936
11.232068479061127,4,41.99999809265197,1.1428165435791016
11.232068479061127,5,53.99999427795592,0.5133398175239563
11.232068479061127,6,66.0,0.2507355213165283
11.232068479061127,7,78.0,0.2676268219947815
11.232068479061127,8,90.0,0.619690477848053
11.232068479061127,9,102.0,1.3391008377075195
11.232068479061127,10,114.0,2.3270485401153564
12.72965520620346,1,5.9999995231629555,0.40000006556510925
12.72965520620346,2,17.999999523162955,1.0707167387008667
12.72965520620346,3,29.999999046325833,1.5195952653884888
12.72965520620346,4,41.99999809265197,1.2018288373947144
12.72965520620346,5,53.99999427795592,0.6843215227127075
12.72965520620346,6,66.0,0.42592474818229675
12.72965520620346,7,78.0,0.43694135546684265
12.72965520620346,8,90.0,0.8428088426589966
12.72965520620346,9,102.0,1.6125764846801758
12.72965520620346,10,114.0,2.5715105533599854
14.433214128017426,1,5.9999995231629555,0.4000000059604645
14.433214128017426,2,17.999999523162955,0.9638553857803345
14.433214128017426,3,29.999999046325833,1.3810268640518188
14.433214128017426,4,41.99999809265197,1.185503602027893
14.433214128017426,5,53.99999427795592,0.8395397067070007
14.433214128017426,6,66.0,0.6651629209518433
14.433214128017426,7,78.0,0.6857980489730835
14.433214128017426,8,90.0,1.1240099668502808
14.433214128017426,9,102.0,1.9074146747589111
14.433214128017426,10,114.0,2.8069639205932617
15.624881386756897,1,5.9999995231629555,0.4000000059604645
15.624881386756897,2,17.999999523162955,0.9101221561431885
15.624881386756897,3,29.999999046325833,1.2860366106033325
15.624881386756897,4,41.99999809265197,1.1325747966766357
15.624881386756897,5,53.99999427795592,0.9166359901428223
15.624881386756897,6,66.0,0.8469635248184204
15.624881386756897,7,78.0,0.8928948044776917
15.624881386756897,8,90.0,1.3362311124801636
15.624881386756897,9,102.0,2.1015942096710205
15.624881386756897,10,114.0,2.9467086791992188
17.073360085487366,1,5.9999995231629555,0.4000000059604645
17.073360085487366,2,17.999999523162955,0.8457716107368469
17.073360085487366,3,29.999999046325833,1.1765564680099487
17.073360085487366,4,41.99999809265197,1.0528806447982788
17.073360085487366,5,53.99999427795592,0.9841699600219727
17.073360085487366,6,66.0,1.0678467750549316
17.073360085487366,7,78.0,1.1648924350738525
17.073360085487366,8,90.0,1.6038577556610107
17.073360085487366,9,102.0,2.3255879878997803
17.073360085487366,10,114.0,3.0950887203216553
18.783350586891174,1,5.9999995231629555,0.4000000059604645
18.783350586891174,2,17.999999523162955,0.7738077640533447
18.783350586891174,3,29.999999046325833,1.0589756965637207
18.783350586891174,4,41.99999809265197,0.9538106322288513
18.783350586891174,5,53.99999427795592,1.035353422164917
18.783350586891174,6,66.0,1.3147475719451904
18.783350586891174,7,78.0,1.497728943824768
18.783350586891174,8,90.0,1.926377296447754
18.783350586891174,9,102.0,2.575035810470581
18.783350586891174,10,114.0,3.2459707260131836
20.0,1,5.9999995231629555,0.4000000059604645
20.0,2,17.999999523162955,0.7298828363418579
20.0,3,29.999999046325833,0.9872062802314758
20.0,4,41.99999809265197,0.8882355093955994
20.0,5,53.99999427795592,1.0578889846801758
20.0,6,66.0,1.47311270236969
20.0,7,78.0,1.730159044265747
20.0,8,90.0,2.154857635498047
20.0,9,102.0,2.7443037033081055
20.0,10,114.0,3.3415849208831787
21.246796995401382,1,5.9999995231629555,0.4000000059604645
21.246796995401382,2,17.999999523162955,0.6906786561012268
21.246796995401382,3,29.999999046325833,0.9243459701538086
21.246796995401382,4,41.99999809265197,0.8337140679359436
21.246796995401382,5,53.99999427795592,1.0780080556869507
21.246796995401382,6,66.0,1.6155986785888672
21.246796995401382,7,78.0,1.9533828496932983
21.246796995401382,8,90.0,2.3816030025482178
21.246796995401382,9,102.0,2.9113543033599854
21.246796995401382,10,114.0,3.4332382678985596
22.305539220571518,1,5.9999995231629555,0.4000000059604645
22.305539220571518,2,17.999999523162955,0.6580870151519775
22.305539220571518,3,29.999999046325833,0.8751689195632935
22.305539220571518,4,41.99999809265197,0.8004134893417358
22.305539220571518,5,53.99999427795592,1.1002188920974731
22.305539220571518,6,66.0,1.722804307937622
22.305539220571518,7,78.0,2.127331495285034
22.305539220571518,8,90.0,2.5640575885772705
22.305539220571518,9,102.0,3.0472795963287354
22.305539220571518,10,114.0,3.5072460174560547
23.592446714639664,1,5.9999995231629555,0.4000000059604645
23.592446714639664,2,17.999999523162955,0.6216660737991333
23.592446714639664,3,29.999999046325833,0.8235430717468262
23.592446714639664,4,41.99999809265197,0.7761789560317993
23.592446714639664,5,53.99999427795592,1.1338353157043457
23.592446714639664,6,66.0,1.8374994993209839
23.592446714639664,7,78.0,2.3164615631103516
23.592446714639664,8,90.0,2.769697666168213
23.592446714639664,9,102.0,3.204134225845337
23.592446714639664,10,114.0,3.5936343669891357
25.0,1,5.9999995231629555,0.4000000059604645
25.0,2,17.999999523162955,0.5893339514732361
25.0,3,29.999999046325833,0.781015932559967
25.0,4,41.99999809265197,0.7702200412750244
25.0,5,53.99999427795592,1.1788676977157593
25.0,6,66.0,1.9449793100357056
25.0,7,78.0,2.4927430152893066
25.0,8,90.0,2.9698543548583984
25.0,9,102.0,3.3632965087890625
25.0,10,114.0,3.684556007385254
26.538138270378113,1,5.9999995231629555,0.4000000059604645
26.538138270378113,2,17.999999523162955,0.5645166635513306
26.538138270378113,3,29.999999046325833,0.7520912289619446
26.538138270378113,4,41.99999809265197,0.787996768951416
26.538138270378113,5,53.99999427795592,1.2395395040512085
26.538138270378113,6,66.0,2.044036626815796
26.538138270378113,7,78.0,2.6488144397735596
26.538138270378113,8,90.0,3.154890775680542
26.538138270378113,9,102.0,3.5191028118133545
26.538138270378113,10,114.0,3.779381275177002
28.3274507522583,1,5.9999995231629555,0.4000000059604645
28.3274507522583,2,17.999999523162955,0.5468654632568359
28.3274507522583,3,29.999999046325833,0.7369772791862488
28.3274507522583,4,41.99999809265197,0.8393093347549438
28.3274507522583,5,53.99999427795592,1.3300232887268066
28.3274507522583,6,66.0,2.1410980224609375
28.3274507522583,7,78.0,2.7862586975097656
28.3274507522583,8,90.0,3.323782444000244
28.3274507522583,9,102.0,3.6721715927124023
28.3274507522583,10,114.0,3.8814752101898193
30.0,1,5.9999995231629555,0.4000000059604645
30.0,2,17.999999523162955,0.5460205078125
30.0,3,29.999999046325833,0.7467142939567566
30.0,4,41.99999809265197,0.9126875400543213
30.0,5,53.99999427795592,1.428336262702942
