link_id,time,dt_exchange,eta_1d,eta_2d,Q_exchange,dV_exchange,cumulative_dV,mass_error,mode,iteration_count
front_main,2.0,2.0,0.38000000000000006,0.38000000000000006,6.859848482358761,13.719696964717523,13.719696964717523,0.0,sub,3
front_main,4.0,2.0,0.38000000000000006,0.38000000000000006,6.983366805796911,13.966733611593822,27.686430576311345,0.0,sub,3
front_main,6.0,2.0,0.38000000000000006,0.38000000000000006,6.957217161440577,13.914434322881155,41.6008648991925,0.0,sub,3
front_main,8.0,2.0,0.38000000000000006,0.38000000000000006,6.869694680969347,13.739389361938693,55.34025426113119,0.0,sub,3
front_main,10.0,2.0,0.38000000000000006,0.38000000000000006,6.772709344049332,13.545418688098664,68.88567294922986,0.0,sub,3
front_main,12.0,2.0,0.38000000000000006,0.38000000000000006,6.6732984299977565,13.346596859995513,82.23226980922537,0.0,sub,3
front_main,14.0,2.0,0.38000000000000006,0.38000000000000006,6.575637661798779,13.151275323597558,95.38354513282293,0.0,sub,3
front_main,16.0,2.0,0.38000000000000006,0.38000000000000006,6.4915349232524715,12.983069846504943,108.36661497932788,0.0,sub,3
front_main,18.0,2.0,0.38000000000000006,0.38000000000000006,6.422207287938608,12.844414575877217,121.2110295552051,0.0,sub,3
front_main,20.0,2.0,0.38000000000000006,0.38000000000000006,6.363040043031563,12.726080086063126,133.93710964126822,0.0,sub,3
front_main,22.0,2.0,0.38000000000000006,0.38000000000000006,6.328144937715517,12.656289875431034,146.59339951669926,0.0,sub,3
front_main,24.0,2.0,0.38000000000000006,0.38000000000000006,6.314686404171205,12.62937280834241,159.22277232504166,0.0,sub,3
front_main,26.0,2.0,0.38000000000000006,0.38000000000000006,6.325760961861064,12.651521923722129,171.8742942487638,0.0,sub,3
front_main,28.0,2.0,0.38000000000000006,0.38000000000000006,6.361292264711922,12.722584529423845,184.59687877818763,0.0,sub,3
front_main,30.0,2.0,0.38000000000000006,0.38000000000000006,6.4221495234900425,12.844299046980085,197.44117782516773,0.0,sub,3
front_main,32.0,2.0,0.38000000000000006,0.38000000000000006,6.505903960833664,13.011807921667328,210.45298574683505,0.0,sub,3
front_main,34.0,2.0,0.38000000000000006,0.38000000000000006,6.5876169483273594,13.175233896654719,223.62821964348979,0.0,sub,3
front_main,36.0,2.0,0.38000000000000006,0.38000000000000006,6.6775713630245725,13.355142726049145,236.98336236953892,0.0,sub,3
front_main,38.0,2.0,0.38000000000000006,0.38000000000000006,6.769141036901639,13.538282073803279,250.5216444433422,0.0,sub,3
front_main,40.0,2.0,0.38000000000000006,0.38000000000000006,6.848681070376711,13.697362140753421,264.2190065840956,0.0,sub,3
front_main,42.0,2.0,0.38000000000000006,0.38000000000000006,6.914923920905742,13.829847841811484,278.0488544259071,0.0,sub,3
front_main,44.0,2.0,0.38000000000000006,0.38000000000000006,6.966844962528225,13.93368992505645,291.98254435096356,0.0,sub,3
front_main,46.0,2.0,0.38000000000000006,0.38000000000000006,6.999816342361688,13.999632684723377,305.98217703568696,0.0,sub,3
front_main,48.0,2.0,0.38000000000000006,0.38000000000000006,7.015686121061971,14.031372242123942,320.0135492778109,0.0,sub,3
front_main,50.0,2.0,0.38000000000000006,0.38000000000000006,7.018238640218127,14.036477280436253,334.05002655824717,0.0,sub,3
front_main,52.0,2.0,0.38000000000000006,0.38000000000000006,7.005690413014083,14.011380826028166,348.06140738427536,0.0,sub,3
front_main,54.0,2.0,0.38000000000000006,0.38000000000000006,6.980325435449963,13.960650870899926,362.0220582551753,0.0,sub,3
front_main,56.0,2.0,0.38000000000000006,0.38000000000000006,6.939176012529449,13.878352025058899,375.9004102802342,0.0,sub,3
front_main,58.0,2.0,0.38000000000000006,0.38000000000000006,6.889397199272452,13.778794398544903,389.6792046787791,0.0,sub,3
front_main,60.0,2.0,0.38000000000000006,0.38000000000000006,6.833196390111338,13.666392780222676,403.3455974590018,0.0,sub,3
front_main,62.0,2.0,0.38000000000000006,0.38000000000000006,6.764558152607973,13.529116305215947,416.87471376421774,0.0,sub,3
front_main,64.0,2.0,0.38000000000000006,0.38000000000000006,6.679404378802153,13.358808757604306,430.23352252182207,0.0,sub,3
front_main,66.0,2.0,0.38000000000000006,0.38000000000000006,6.599999843758843,13.199999687517685,443.43352220933974,0.0,sub,3
front_main,68.0,2.0,0.38000000000000006,0.38000000000000006,6.494844076669243,12.989688153338486,456.4232103626782,0.0,sub,3
front_main,70.0,2.0,0.38000000000000006,0.38000000000000006,6.391360459764125,12.78272091952825,469.20593128220645,0.0,sub,3
front_main,72.0,2.0,0.38000000000000006,0.38000000000000006,6.2879481982253,12.5758963964506,481.78182767865707,0.0,sub,3
front_main,74.0,2.0,0.38000000000000006,0.38000000000000006,6.190629671220476,12.381259342440952,494.163087021098,0.0,sub,3
front_main,76.0,2.0,0.38000000000000006,0.38000000000000006,6.077218011474817,12.154436022949634,506.3175230440477,0.0,sub,3
front_main,78.0,2.0,0.38000000000000006,0.38000000000000006,5.971032147107116,11.942064294214232,518.2595873382619,0.0,sub,3
front_main,80.0,2.0,0.38000000000000006,0.38000000000000006,5.860120830975905,11.72024166195181,529.9798290002137,0.0,sub,3
