case_name,scenario_family,partition,max_depth_map_difference,arrival_time_map_difference,inundated_area_difference,wet_area_iou,wet_area_csi
frontal_basin_fill_fixed_interval_002s,frontal_basin_fill,basin,0.011701257733709336,0.0,0.0,1.0,1.0
frontal_basin_fill_fixed_interval_002s,frontal_basin_fill,unpartitioned,0.006280014853190963,0.0,0.0,1.0,1.0
