cell_id,x,y,area,partition,max_depth,arrival_time,final_stage,final_depth,final_velocity
0,68.875,27.473885485415142,11.72856591641721,unpartitioned,0.34455815466429196,0.0,0.5835938689500062,0.34455815466429196,0.12467307338669949
1,82.90129357763273,12.719098072232777,16.151869455837243,unpartitioned,0.32999366627731264,0.0,0.5810519179152835,0.32999366627731264,0.09874795097393041
2,41.300000000000004,40.106666666666676,6.216000000000008,storage_plain,0.3210299731099409,0.0,0.5864297982313623,0.3210297982313623,0.062394937136009944
3,31.583333333333332,30.920666666666673,14.855500000000006,unpartitioned,0.3609915447558185,0.0,0.5847268293978221,0.36098873415972677,0.026105566218450723
4,70.69999999999999,40.10666666666666,6.2159999999998945,storage_plain,0.29094685087915517,0.0,0.5815468508791551,0.29094685087915517,0.2036998278043416
5,58.800000000000004,43.97088469131737,5.986857851766217,storage_plain,0.309233800507628,0.0,0.5896236834320605,0.30922368343206047,0.04681507311843622
6,70.45833333333333,32.70708243494045,18.421981174475604,unpartitioned,0.30810590989147196,0.0,0.5818321003676624,0.30810590989147196,0.15617459926019522
7,69.575,36.04041576827379,15.53716614663631,unpartitioned,0.29263027475846476,0.0,0.582265989044179,0.29263027475846476,0.18619261915869798
8,80.0,27.756212357373148,16.36545171152227,unpartitioned,0.33260368559090947,0.0,0.581175114162338,0.33260368559090947,0.11619392620030387
9,68.83333333333333,40.77333333333333,4.172000000000253,storage_plain,0.29885764862275516,0.0,0.5878576486227551,0.29885764862275516,0.1998161215446817
10,73.62971933085045,41.93358466040067,12.546745509238235,storage_plain,0.2876350066722057,0.0,0.5807461946700775,0.2876350066722057,0.17044906358539363
11,47.6,40.45333333333334,5.600000000000023,storage_plain,0.31851408501978856,0.0,0.5893140850197885,0.31851408501978856,0.03669946607535524
12,75.53866340041128,36.86167926931008,18.76408638380849,unpartitioned,0.2869658236367681,0.0,0.5817132494085492,0.2869658236367681,0.14028369761006435
13,38.37028066914954,41.933584660400676,12.546745509238121,storage_plain,0.32396185979291187,0.0,0.5868153260887699,0.3239265140866417,0.03938264425066039
14,51.800000000000004,40.45333333333334,2.800000000000068,storage_plain,0.31444280636460575,0.0,0.5888428063646057,0.31444280636460575,0.024354691903793694
15,105.06910123882066,9.453714333045227,10.111109470987287,unpartitioned,0.3053992604301948,0.0,0.5728522261745176,0.30279299654124275,0.06597378134725188
16,73.625,30.704000000000004,11.286000000000058,unpartitioned,0.3231163076398578,0.0,0.5828901171636673,0.3231163076398578,0.13132075009515767
17,55.23496734624231,34.90043528212465,5.009986444037963,unpartitioned,0.3081444987628455,0.0,0.585488756488196,0.3081444987628455,0.14552899817870799
18,31.04125943356261,3.684643672561876,15.71862377083508,unpartitioned,0.3777551507179142,0.0,0.5814545078864322,0.37484771408623563,0.009509482776900394
19,35.25,30.920666666666666,14.855500000000063,unpartitioned,0.35836671205890414,0.0,0.5852476644398565,0.35836671205890414,0.03292958574581687
20,59.150000000000006,38.31542114191265,2.534423402975108,storage_plain,0.3076293428515862,0.0,0.5883293428515862,0.3076293428515862,0.11611958423929102
21,59.03333333333334,39.78666666666667,2.1000000000001364,storage_plain,0.30735415574172514,0.0,0.5879541557417252,0.30735415574172514,0.06378154050787578
22,41.300000000000004,37.345333333333336,11.180399999999963,storage_plain,0.3211342543548468,0.0,0.5865328632008762,0.32113286320087614,0.06709076194323786
23,45.26666666666667,39.78666666666667,4.2000000000000455,storage_plain,0.32015222872529797,0.0,0.588952228725298,0.32015222872529797,0.05916203391291402
24,51.80000000000001,42.89811288053423,7.468074098243733,storage_plain,0.3152225231086817,0.0,0.589612664308303,0.31521266430830297,0.01896827261164438
25,56.583333333333336,53.700463455968524,30.18141714041326,storage_plain,0.308322290161551,0.0,0.586822290161551,0.308322290161551,0.04518054497346834
26,62.06666666666667,39.78666666666667,4.2000000000000455,storage_plain,0.30481473195037045,0.0,0.5880147319503705,0.30481473195037045,0.08182156784147819
27,43.788993529249524,25.51877165492966,10.691159172432663,unpartitioned,0.36743845539614317,0.0,0.5849718784212142,0.36743845539614317,0.06474489061785317
28,53.54999999999999,38.31542114191265,2.534423402975108,storage_plain,0.31310331436394484,0.0,0.5890033143639448,0.31310331436394484,0.0919918041507571
29,64.4,37.00682575840863,6.656498861013006,unpartitioned,0.3031809023846856,0.0,0.5883809023846855,0.3031809023846856,0.15638753301290542
30,66.73333333333333,39.78666666666667,4.199999999999818,storage_plain,0.3003745802539218,0.0,0.5875745802539217,0.3003745802539218,0.15877329803089063
31,38.583333333333336,35.812666666666665,15.342800000000011,unpartitioned,0.3241782098541532,0.0,0.5872350838595726,0.324163655288144,0.0467884462518129
32,43.16666666666668,40.77333333333334,4.1720000000000255,storage_plain,0.3221572685093144,0.0,0.5891572685093144,0.3221572685093144,0.06478518621107866
33,68.34036129810255,43.82264110066777,12.546745509238008,storage_plain,0.30060120955699177,0.0,0.5891786620982226,0.30060120955699177,0.16595173440375208
34,64.4,40.45333333333334,5.600000000000136,storage_plain,0.3031845561917473,0.0,0.5883845561917472,0.3031845561917473,0.1007007825887052
35,57.4,42.19277181078315,4.505641605289156,storage_plain,0.31008821943614645,0.0,0.5892882194361464,0.31008821943614645,0.02869806838130564
36,54.366666666666674,40.45333333333334,2.7999999999999545,storage_plain,0.3120751471210909,0.0,0.5886751471210909,0.3120751471210909,0.03423566273578238
37,58.1,36.98183648151198,3.367607541618895,unpartitioned,0.30878198804448115,0.0,0.5885819880444811,0.30878198804448115,0.1373009507276208
38,56.699999999999996,39.78666666666667,2.099999999999909,storage_plain,0.3097891267269328,0.0,0.5883891267269328,0.3097891267269328,0.06677494732347397
39,49.699999999999996,37.7781448287386,8.45368757894687,storage_plain,0.3165140201583899,0.0,0.5891140201583899,0.3165140201583899,0.07475912749066448
40,49.93333333333334,39.78666666666667,4.199999999999932,storage_plain,0.3161652756737611,0.0,0.5889652756737611,0.3161652756737611,0.03925777496431129
41,65.30702796476923,43.50264110066777,20.014185245609042,storage_plain,0.3027910785141,0.0,0.5887685310553308,0.3027910785141,0.10254335384517735
42,60.20000000000001,40.45333333333334,2.7999999999999545,storage_plain,0.30662137359938874,0.0,0.5882213735993888,0.30662137359938874,0.05121434972535759
43,57.050000000000004,37.78641533959934,4.200791680262114,storage_plain,0.309694825276762,0.0,0.588594825276762,0.309694825276762,0.11359449789462502
44,57.633333333333326,40.45333333333334,2.7999999999999545,storage_plain,0.3090267127332973,0.0,0.5884267127332973,0.3090267127332973,0.047106000903225635
45,62.9736946314359,45.280753981202,19.729211891870136,storage_plain,0.3056051629059863,0.0,0.5895758810035084,0.30559842846227764,0.0758584063245838
