case_name,scenario_family,partition,max_depth_map_difference,arrival_time_map_difference,inundated_area_difference,wet_area_iou,wet_area_csi
lateral_overtopping_return_fixed_interval_060s,lateral_overtopping_return,storage_plain,0.013572343730680947,0.0,0.0,1.0,1.0
lateral_overtopping_return_fixed_interval_060s,lateral_overtopping_return,unpartitioned,0.017859877562042215,0.0,0.0,1.0,1.0
