cell_id,x,y,area,partition,max_depth,arrival_time,final_stage,final_depth,final_velocity
0,94.80000000000001,14.333333333333329,9.680000000000064,lower_return_plain,0.5500765133776271,0.0,0.7937692256135566,0.5426692256135566,0.1775366918146647
1,77.62132932314118,10.633553078332751,14.106597239700307,unpartitioned,0.5787453836105689,0.0,0.8098389098418841,0.5716229128495283,0.10357279772750513
2,44.3752233573106,26.61338013055205,12.325135029891385,unpartitioned,0.6000829098346134,0.0,0.8131423758561034,0.5998609583381205,0.036207655014062166
3,55.379825003909815,42.853982531968825,20.152988654736646,upper_backwater_plain,0.5435625498681069,0.0,0.813303948003515,0.5417690792505827,0.04108801043566925
4,75.19996149979858,13.421153816681533,16.821493379875847,unpartitioned,0.5816403003768691,0.0,0.8110250705496229,0.574625099424774,0.09777480500334192
5,18.05729589111832,31.251711248370793,9.195186949569802,unpartitioned,0.6237988513580837,0.0,0.8173418232764224,0.6237988513580837,0.010241363008530669
6,55.6,47.988658367911476,35.301510373444216,upper_backwater_plain,0.5435365900340203,0.0,0.8131768277141139,0.541476827714114,0.03624639097516119
7,45.73333333333333,57.5622683264177,69.16630705394209,upper_backwater_plain,0.5514981019326093,0.0,0.8151369046913794,0.5508369046913795,0.023097799779991792
8,78.40000000000002,47.75629322268327,43.72262240663895,upper_backwater_plain,0.5212991660894706,0.0,0.8030326039555359,0.5142326039555358,0.11755005233155512
9,76.36529254875688,31.93416315329001,17.338416654793264,unpartitioned,0.560486171159839,0.0,0.8074376014986808,0.5534969654204465,0.10369538699530961
10,63.05024285795675,31.337491342875307,25.274051405379964,unpartitioned,0.5729010268230736,0.0,0.8123866622498804,0.5684323134397462,0.0633780263487461
11,33.246705627017654,43.021951147833114,63.72905571522807,upper_backwater_plain,0.5609326310507439,0.0,0.8158676602710071,0.5609326310507439,0.012616871767527146
12,96.93333333333334,14.999999999999995,7.807999999999879,lower_return_plain,0.5477639358800586,0.0,0.7929774775638201,0.5402774775638202,0.18188561790913435
13,129.01561688376447,34.778204096840234,29.130242210666438,unpartitioned,0.5090851617509926,0.0,0.7932219816079699,0.49979360227847985,0.2015846352297814
14,151.25230960187037,24.028100632815466,15.394592492688844,unpartitioned,0.5097426346436913,0.0,0.7944525811691721,0.5010133489677693,0.194801339616227
15,115.51372874893907,27.448335701094692,10.329044405065815,unpartitioned,0.5340043518713964,0.0,0.7923892604814379,0.5257539639197335,0.19672014039738978
16,120.43904104490758,17.823072661839575,11.793964716835035,lower_return_plain,0.5320530819054914,0.0,0.7935560232356929,0.5232267424520123,0.19163104849177193
17,120.43001970764242,3.4216307695034387,10.326232031130615,lower_return_plain,0.5332985562233299,0.0,0.7938504335969112,0.5235279188161794,0.190275073838099
18,122.80000000000001,11.357250568892413,8.176496586645499,lower_return_plain,0.5315229868409689,0.0,0.7942220614729206,0.5221220614729206,0.18910374280684852
19,101.33333333333333,14.053333333333333,4.7999999999999545,lower_return_plain,0.5438817642268992,0.0,0.7919577682305767,0.5359577682305767,0.1892368999974658
20,133.63923645297902,27.366070417085954,9.568381756238068,unpartitioned,0.5225437203910799,0.0,0.794261878735485,0.5140324513957508,0.19403893118408921
