time,one_d_volume,two_d_volume,system_volume,system_volume_change,system_mass_error,current_exchange_volume,cumulative_exchange_volume,exchange_count
0.11024999618530273,688.6190185546875,51.68386916061747,740.302887715305,-0.14000916694860166,-0.1400091669485164,0.523268925391361,0.523268925391361,1
0.2318006157875061,688.4224243164062,51.72863560678391,740.1510599231901,-0.29183695906341,-0.2918369590634029,0.5780404138348917,1.1013093392262527,2
0.36581017076969147,688.2106323242188,51.777455205504985,739.9880875297238,-0.45480935252983556,-0.4548093525297645,0.6386111364252218,1.7399204756514746,3
0.5135556906461716,687.9844970703125,51.83065996935299,739.8151570396655,-0.6277398425880776,-0.6277398425880847,0.7056104021960707,2.4455308778475455,4
0.6764451265335083,687.7467041015625,51.88861184967241,739.6353159512349,-0.8075809310186628,-0.807580931018606,0.7797210060987256,3.225251883946271,5
0.8560307323932648,687.5014038085938,51.95171073310337,739.4531145416971,-0.9897823405564523,-0.9897823405564168,0.8617099751275724,4.086961859073844,6
1.0540238618850708,687.2554931640625,52.02040877889326,739.2759019429558,-1.1669949392978083,-1.1669949392977514,0.9524305469960475,5.039392406069891,7
1.2723112851381302,687.018798828125,52.095233080170836,739.1140319082958,-1.3288649739577352,-1.3288649739577068,1.0528200815404243,6.092212487610315,8
1.5129731744527817,686.8048095703125,52.17682244803312,738.9816320183456,-1.4612648639079495,-1.4612648639078998,1.1639516058017347,7.25616409341205,9
1.7783029228448868,686.630126953125,52.26598780538116,738.8961147585062,-1.5467821237474126,-1.5467821237473345,1.287025508848092,8.543189602260142,10
2.0708289593458176,686.5121459960938,52.363809352839766,738.8759553489335,-1.5669415333200547,-1.566941533320005,1.42342056374689,9.966610166007031,11
2.393338903784752,686.4642944335938,52.47179084672523,738.9360852803189,-1.5068116019345936,-1.5068116019346007,1.5747730776921771,11.541383243699208,12
2.748906120657921,686.4869995117188,52.59210043536459,739.0790999470834,-1.3637969351702282,-1.3637969351701713,1.743015232222986,13.284398475922194,13
