link_id,time,dt_exchange,eta_1d,eta_2d,Q_exchange,dV_exchange,cumulative_dV,mass_error,mode,iteration_count
early_link,0.11024999618530273,0.11024999618530273,0.82,0.2400000000000001,0.37207354111788066,0.04102110648889842,0.04102110648889842,0.0,strict_global_min_dt,1
front_main,0.11024999618530273,0.11024999618530273,0.24000000000000005,0.24000000000000005,4.374130028013102,0.48224781890246265,0.48224781890246265,0.0,sub,1
early_link,0.2318006157875061,0.12155061960220337,0.8197286696661087,0.2602204765865767,0.36829467684290895,0.04476644616644884,0.08578755265534727,0.0,strict_global_min_dt,1
front_main,0.2318006157875061,0.12155061960220337,0.24000000000000007,0.24000000000000007,4.387258324257658,0.5332739676684428,1.0155217865709054,0.0,sub,1
early_link,0.36581017076969147,0.13400955498218536,0.8194406827290853,0.26030806020500136,0.36429938691730523,0.048819598721071035,0.1346071513764183,0.0,strict_global_min_dt,1
front_main,0.36581017076969147,0.13400955498218536,0.24000000000000007,0.24000000000000007,4.4011155606221894,0.5897915377041508,1.6053133242750564,0.0,sub,1
early_link,0.5135556906461716,0.1477455198764801,0.8191374597095308,0.2604032721961269,0.36011084391922465,0.05320476384800383,0.18781191522442212,0.0,strict_global_min_dt,1
front_main,0.5135556906461716,0.1477455198764801,0.24000000000000007,0.24000000000000007,4.415738892749496,0.6524056383480669,2.257718962623123,0.0,sub,1
early_link,0.6764451265335083,0.16288943588733673,0.8188219978695823,0.26050660199230025,0.355774332471119,0.05795188031941436,0.24576379554383648,0.0,strict_global_min_dt,1
front_main,0.6764451265335083,0.16288943588733673,0.24000000000000007,0.24000000000000007,4.431037051896517,0.7217691257793113,2.9794880884024346,0.0,sub,1
early_link,0.8560307323932648,0.17958560585975647,0.8184989520481655,0.26061858546664385,0.3513582457172836,0.06309888343095955,0.308862678974796,0.0,strict_global_min_dt,1
front_main,0.8560307323932648,0.17958560585975647,0.24000000000000007,0.24000000000000007,4.446966046489667,0.7986110916966128,3.7780991800990473,0.0,sub,1
early_link,1.0540238618850708,0.19799312949180603,0.8181759289332798,0.26074002486564496,0.3469718669846182,0.0686980457898992,0.3775607247646952,0.0,strict_global_min_dt,1
front_main,1.0540238618850708,0.19799312949180603,0.24000000000000007,0.24000000000000007,4.463450340294367,0.8837325012061482,4.661831681305196,0.0,sub,1
early_link,1.2723112851381302,0.2182874232530594,0.8178644634428478,0.2608715435818388,0.3427788012817623,0.07482430127756838,0.4523850260422636,0.0,strict_global_min_dt,1
front_main,1.2723112851381302,0.2182874232530594,0.24000000000000007,0.24000000000000007,4.480312084352523,0.9779957802628558,5.639827461568052,0.0,sub,1
early_link,1.5129731744527817,0.2406618893146515,0.8175816990080333,0.2610082375591698,0.3390207236161805,0.08158936786229029,0.5339743939045539,0.0,strict_global_min_dt,1
front_main,1.5129731744527817,0.2406618893146515,0.24000000000000007,0.24000000000000007,4.497439295526839,1.0823622379394444,6.722189699507496,0.0,sub,1
early_link,1.7783029228448868,0.2653297483921051,0.8173529761178152,0.261152570680987,0.33605488223002905,0.08916535734803212,0.623139751252586,0.0,strict_global_min_dt,1
front_main,1.7783029228448868,0.2653297483921051,0.24000000000000007,0.24000000000000007,4.51460930694382,1.1978601515000598,7.920049851007556,0.0,sub,1
early_link,2.0708289593458176,0.2925260365009308,0.8172150339399065,0.2613092134115678,0.3344028744542094,0.09782154745860824,0.7209612987111943,0.0,strict_global_min_dt,1
front_main,2.0708289593458176,0.2925260365009308,0.24000000000000007,0.24000000000000007,4.531559078106416,1.3255990162882818,9.245648867295838,0.0,sub,1
early_link,2.393338903784752,0.3225099444389343,0.8172199385506765,0.2614795897898362,0.3348160134203664,0.10798149388546785,0.8289427925966621,0.0,strict_global_min_dt,1
front_main,2.393338903784752,0.3225099444389343,0.24000000000000007,0.24000000000000007,4.5480507162607475,1.4667915838067092,10.712440451102546,0.0,sub,1
early_link,2.748906120657921,0.35556721687316895,0.8174395788283575,0.2616657707472802,0.3383596207134678,0.12030958863934879,0.949252381236011,0.0,strict_global_min_dt,1
front_main,2.748906120657921,0.35556721687316895,0.24000000000000007,0.24000000000000007,4.563709944503847,1.6227056435836371,12.335146094686184,0.0,sub,1
early_link,3.1409189850091934,0.3920128643512726,0.8179689134870256,0.2618708436638478,0.3464977660201142,0.135831581748862,1.085083962984873,0.0,strict_global_min_dt,1
front_main,3.1409189850091934,0.3920128643512726,0.24000000000000007,0.24000000000000007,4.578189601814254,1.7947092193504177,14.129855314036602,0.0,sub,1
early_link,3.5731131583452225,0.43219417333602905,0.8189247903369722,0.26213014130817053,0.3611348477784336,0.15608037699843277,1.2411643399833057,0.0,strict_global_min_dt,1
front_main,3.5731131583452225,0.43219417333602905,0.24000000000000007,0.24000000000000007,4.591034331079878,1.984218287478397,16.114073601515,0.0,sub,1
early_link,4.049607262015343,0.47649410367012024,0.8204365911937894,0.2624643892495207,0.3845402790792237,0.1832311756049126,1.4243955155882182,0.0,strict_global_min_dt,1
front_main,4.049607262015343,0.47649410367012024,0.24000000000000007,0.24000000000000007,4.601793808358467,2.1927276159884768,18.306801217503477,0.0,sub,1
early_link,4.574942037463188,0.5253347754478455,0.8226223446073986,0.26285174491095875,0.4190066029295151,0.22011873966114134,1.6445142552493595,0.0,strict_global_min_dt,1
front_main,4.574942037463188,0.5253347754478455,0.24000000000000007,0.24000000000000007,4.609982532575238,2.4217841385689023,20.72858535607238,0.0,sub,1
early_link,5.1541236490011215,0.5791816115379333,0.8255496706281389,0.2632994069856959,0.46613965460966605,0.26997951635856204,1.9144937716079216,0.0,strict_global_min_dt,1
front_main,5.1541236490011215,0.5791816115379333,0.24000000000000007,0.24000000000000007,4.6150960137532575,2.672978746647904,23.401564102720283,0.0,sub,1
early_link,5.792671367526054,0.6385477185249329,0.8291917755490257,0.26382872625205106,0.5258976057377394,0.3358107163215581,2.25030448792948,0.0,strict_global_min_dt,1
front_main,5.792671367526054,0.6385477185249329,0.24000000000000007,0.24000000000000007,4.6166499465597255,2.947951290603966,26.34951539332425,0.0,sub,1
early_link,6.496670231223106,0.703998863697052,0.8333972522190639,0.264445507591839,0.5958160351269958,0.41945381170188784,2.6697582996313676,0.0,strict_global_min_dt,1
front_main,6.496670231223106,0.703998863697052,0.24000000000000007,0.24000000000000007,4.6142111756443205,3.24839942451184,29.59791481783609,0.0,sub,1
early_link,7.272828981280327,0.7761587500572205,0.8378921236310686,0.2651225605995451,0.6709898348452166,0.5207946315145641,3.1905529311459317,0.0,strict_global_min_dt,1
front_main,7.272828981280327,0.7761587500572205,0.24000000000000007,0.24000000000000007,4.607414836007608,3.5760853401107586,33.17400015794685,0.0,sub,1
early_link,8.114557310938835,0.8417283296585083,0.8423116547720774,0.2659584922476654,0.7448539543608167,0.626964674843665,3.8175176059895968,0.0,strict_global_min_dt,1
front_main,8.114557310938835,0.8417283296585083,0.24000000000000007,0.24000000000000007,4.596014948816548,3.868595985952888,37.042596143899736,0.0,sub,1
early_link,8.957623288035393,0.8430659770965576,0.8461785543532598,0.26695693745514354,0.8090551363226635,0.6820868590288549,4.499604465018452,0.0,strict_global_min_dt,1
front_main,8.957623288035393,0.8430659770965576,0.24000000000000007,0.24000000000000007,4.580181037789964,3.861394801903521,40.90399094580326,0.0,sub,1
