series_id,threshold,found_crossing,bracket_t0,bracket_t1,bracket_y0,bracket_y1,crossing_time_interp,peak_value,peak_time
mainstem_mid_candidate,0.98,True,0.0,0.0,0.98,0.98,0.0,0.98,0.0
mainstem_mid_reference,0.98,True,0.0,0.0,0.98,0.98,0.0,0.98,0.0
