time,link_id,Q_exchange,deta,dV_exchange,cumulative_dV,eta_1d,eta_2d,mode,iteration_count
2.0,backwater_link,0.0,0.14000000000000012,0.0,0.0,0.88,0.7399999999999999,fixed_interval,1
2.0,mixed_return_link,0.472001863589542,0.14000000000000012,0.944003727179084,0.944003727179084,0.88,0.7399999999999999,fixed_interval,1
2.0,front_main,3.5521992018063893,0.0,7.1043984036127785,7.1043984036127785,0.7399999999999998,0.7399999999999998,sub,3
4.0,backwater_link,0.0,0.14004401878074257,0.0,0.0,0.8800440187807436,0.740000000000001,fixed_interval,1
4.0,mixed_return_link,0.4267896833396291,0.13488000252215115,0.8535793666792582,1.7975830938583421,0.8774030296890825,0.7425230271669313,fixed_interval,1
4.0,front_main,3.660776444815388,0.0,7.321552889630776,14.425951293243553,0.7399999999999998,0.7399999999999998,sub,3
6.0,backwater_link,0.0,0.14037771641679142,0.0,0.0,0.8803777164883083,0.7400000000715169,fixed_interval,1
6.0,mixed_return_link,0.38736238070261564,0.13187235318660118,0.7747247614052313,2.572307855263573,0.8750621654369213,0.7431898122503201,fixed_interval,1
6.0,front_main,3.622695199726349,0.0,7.245390399452698,21.671341692696252,0.7399999999999998,0.7399999999999998,sub,3
8.0,backwater_link,0.0,0.14130614381097462,0.0,0.0,0.8813061537566008,0.7400000099456262,fixed_interval,1
8.0,mixed_return_link,0.3483569254616913,0.1298523136963451,0.6967138509233826,3.2690217061869555,0.8726605662593135,0.7428082525629685,fixed_interval,1
8.0,front_main,3.517773280165013,0.0,7.035546560330026,28.70688825302628,0.7399999999999998,0.7399999999999998,sub,3
10.0,backwater_link,0.0,0.14300046993793591,0.0,0.0,0.8830007093924063,0.7400002394544704,fixed_interval,1
10.0,mixed_return_link,0.3050041383865607,0.12768297915476967,0.6100082767731214,3.879029982960077,0.8698512889720775,0.7421683098173079,fixed_interval,1
10.0,front_main,3.4016954616827904,0.0,6.803390923365581,35.51027917639186,0.7399999999999998,0.7399999999999998,sub,3
12.0,backwater_link,0.0,0.14561657425069852,0.0,0.0,0.8856187926398383,0.7400022183891398,fixed_interval,1
