case_name,scenario_family,partition,max_depth_map_difference,arrival_time_map_difference,inundated_area_difference,wet_area_iou,wet_area_csi
frontal_basin_fill_fixed_interval_005s,frontal_basin_fill,basin,0.014062422194362378,0.0,0.0,1.0,1.0
frontal_basin_fill_fixed_interval_005s,frontal_basin_fill,unpartitioned,0.02210829928793112,0.0,0.0,1.0,1.0
