case_name,scenario_family,partition,max_depth_map_difference,arrival_time_map_difference,inundated_area_difference,wet_area_iou,wet_area_csi
lateral_overtopping_return_yield_schedule,lateral_overtopping_return,storage_plain,0.007146444343355873,0.0,0.0,1.0,1.0
lateral_overtopping_return_yield_schedule,lateral_overtopping_return,unpartitioned,0.006330063704968691,0.0,0.0,1.0,1.0
