time,one_d_volume,two_d_volume,system_volume,system_volume_change,system_mass_error,current_exchange_volume,cumulative_exchange_volume,exchange_count
0.057419207776529445,46.861873626708984,234.36378868141628,281.22566230812527,0.05295488213016597,0.05295488213016597,0.02833248962525712,0.02833248962525712,1
0.11483364791108767,46.92425537109375,234.3553281159619,281.2795834870557,0.10687606106054659,0.10687606106057501,0.028383419186597893,0.05671590881185501,2
0.17224572612930272,46.98746109008789,234.33711475675474,281.32457584684266,0.15186842084753494,0.15186842084756336,0.028419309202900013,0.08513521801475502,3
0.22965866757053008,47.051475524902344,234.31890931804398,281.37038484294635,0.19767741695122254,0.19767741695125096,0.028448725896172866,0.11358394391092788,4
0.28707302804401136,47.11625671386719,234.3007165303054,281.4169732441726,0.24426581817749593,0.24426581817749593,0.0284700868951727,0.14205403080610057,5
0.3444886197773322,47.181758880615234,234.2825358413857,281.46429472200094,0.29158729600584365,0.29158729600584365,0.02847321789549132,0.1705272487015919,6
0.4019048549670184,47.247947692871094,234.26436757981884,281.51231527268993,0.33960784669483246,0.33960784669483246,0.02846755926614852,0.1989948079677404,7
0.4593213060313842,47.31479263305664,234.2462177250497,281.56101035810633,0.38830293211123035,0.38830293211123035,0.02845282018835768,0.2274476281560981,8
0.5167308142976766,47.38225555419922,234.22809020093695,281.61034575513617,0.43763832914106615,0.43763832914106615,0.028425356887684848,0.2558729850437829,9
0.574132947382388,47.45029830932617,234.2099873776436,281.6602856869698,0.4875782609746864,0.4875782609747148,0.02838921376919167,0.2842621988129746,10
0.6315281155013143,47.51890182495117,234.19191147849162,281.7108133034428,0.5381058774476912,0.5381058774477196,0.02834447575553236,0.31260667456850694,11
0.688916367810317,47.58802795410156,234.17386519103286,281.7618931451344,0.5891857191393228,0.5891857191393228,0.02829083221130127,0.34089750677980823,12
0.7462981318577643,47.657657623291016,234.15585302146187,281.8135106447529,0.6408032187577817,0.6408032187578101,0.028228006874568532,0.3691255136543768,13
0.8036735383173379,47.72775650024414,234.13787645872156,281.8656329589657,0.6929255329706052,0.6929255329706052,0.028155434963783182,0.39728094861816,14
0.8610410308295605,47.79829406738281,234.11994074284348,281.9182348102263,0.7455273842311954,0.7455273842311954,0.028072061391615655,0.42535301000977566,15
0.9183987946937744,47.86924743652344,234.1020507825735,281.971298219097,0.7985907931018517,0.7985907931018801,0.02797809639370661,0.4533311064034823,16
0.9757471292116808,47.94059371948242,234.0842094248011,282.0248031442835,0.8520957182884104,0.8520957182884104,0.02787475298650455,0.48120585938998683,17
1.0330870528956808,48.01230239868164,234.0664195296505,282.07872192833213,0.9060145023370296,0.9060145023370296,0.02776182076535282,0.5089676801553397,18
1.0904188066768818,48.084346771240234,234.0486840995057,282.1330308707459,0.9603234447508271,0.9603234447508271,0.027638603857301013,0.5366062840126407,19
1.147742778612947,48.15671157836914,234.0310065199546,282.1877180983237,1.0150106723286285,1.0150106723286285,0.027504984261849247,0.5641112682744899,20
1.2050599001748983,48.22936248779297,234.0133903199265,282.24275280771946,1.0700453817243556,1.0700453817243556,0.02736083492679227,0.5914721032012822,21
1.2623706013066693,48.30228042602539,233.99583956237097,282.29811998839637,1.1254125624012659,1.1254125624012659,0.02720560228598963,0.6186777054872719,22
1.3196754574027059,48.375450134277344,233.97835873178536,282.3538088660627,1.1811014400676072,1.1811014400676072,0.02703934020820451,0.6457170456954764,23
1.3769750478997727,48.44883728027344,233.96095263092192,282.4097899111954,1.2370824852002613,1.2370824852002897,0.026871933201584652,0.672588978897061,24
1.4342696927033596,48.522438049316406,233.94362642571213,282.46606447502853,1.2933570490334318,1.2933570490334318,0.02669286944030223,0.6992818483373633,25
1.4915596338994905,48.596229553222656,233.92638050469088,282.52261005791354,1.3499026319184395,1.3499026319184395,0.02650173911804663,0.7257835874554099,26
1.548845102376965,48.67018127441406,233.90922068001106,282.5794019544251,1.4066945284300232,1.4066945284300232,0.02629809526689227,0.7520816827223022,27
1.606126344126007,48.744266510009766,233.89215315553417,282.63641966554394,1.4637122395488404,1.4637122395488404,0.026081638058213306,0.7781633207805155,28
1.6634035466780086,48.818477630615234,233.87518417716,282.69366180777524,1.5209543817801432,1.5209543817801432,0.025862235628782683,0.8040255564092982,29
1.7206769910479616,48.892799377441406,233.85832003100586,282.75111940844727,1.5784119824521667,1.5784119824521667,0.0256294207596247,0.8296549771689229,30
1.7779466573330303,48.967185974121094,233.8415618282877,282.8087478024088,1.636040376413689,1.636040376413689,0.025382838845194294,0.8550378160141172,31
1.8352128596073993,49.0416374206543,233.82491277198253,282.86655019263685,1.6938427666417226,1.693842766641751,0.025122501986497472,0.8801603180006147,32
1.8924759307452454,49.116119384765625,233.8083764947503,282.9244958795159,1.7517884535208168,1.7517884535208168,0.0248479350333455,0.9050082530339602,33
1.9497361425714859,49.19062805175781,233.7919690697963,282.98259712155414,1.8098896955590078,1.8098896955590362,0.02456895885712248,0.9295772118910827,34
2.006993693455049,49.265132904052734,233.77570143550147,283.0408343395542,1.8681269135591094,1.868126913559081,0.02427493960155083,0.9538521514926335,35
2.0642491709083814,49.33442306518555,233.76476933641612,283.09919240160167,1.92648497560657,1.92648497560657,0.018767748993788875,0.9726199004864223,36
2.12149645984116,49.40354537963867,233.75408504950855,283.1576304291472,1.9849230031521188,1.9849230031521188,0.018334542034667754,0.9909544425210901,37
2.1787403899960696,49.47249221801758,233.74366253265046,283.216154750668,2.0434473246729397,2.0434473246729112,0.017884065716751284,1.0088385082378415,38
2.235985644885753,49.5412483215332,233.73351609898623,283.27476442051943,2.1020569945243324,2.1020569945243324,0.017423811288219626,1.0262623195260612,39
2.293232500003211,49.60978317260742,233.72365489370426,283.3334380663117,2.1607306403165865,2.160730640316615,0.016941892267919825,1.043204211793981,40
2.350482437229165,49.678070068359375,233.71408065917907,283.3921507275385,2.2194433015433503,2.2194433015433788,0.01643973282403342,1.0596439446180144,41
2.4077381198659444,49.7461051940918,233.70481612500427,283.4509213190961,2.2782138931009683,2.2782138931009968,0.015927960454893184,1.0755719050729076,42
2.465000827902457,49.8138542175293,233.69587811022797,283.50973232775726,2.337024901762163,2.337024901762163,0.015395785849991083,1.0909676909228987,43
