cell_id,x,y,area,partition,max_depth,arrival_time,final_stage,final_depth,final_velocity
0,22.056162887741152,21.510867409381643,5.298129238858962,unpartitioned,0.04500502439017828,0.0,0.24706118727791945,0.04500502439017828,0.11693174017434219
1,28.566666666666674,28.869570016474466,21.712220098846785,unpartitioned,0.028036243669108507,19.12909057687002,0.2644604676321057,0.022560467632105674,0.2565313363426357
2,10.502596577752406,18.78479637488007,7.601762269417975,unpartitioned,0.04979347092097619,0.0,0.2402960674987286,0.04979347092097619,0.004394579981086842
3,115.28452750077695,31.095055029684477,7.488736720780707,unpartitioned,0.15096341803357266,15.397506321510733,0.36179056550192096,0.01650603800114403,0.11268204153632456
4,27.7,46.14950376759865,28.31471609161207,arrival_plain,0.023509423458213274,21.641562963855794,0.2800375736206279,0.022337573620627937,0.14660492883594764
5,29.099999999999998,37.834503767598655,14.85948051754923,arrival_plain,0.04302865890145685,5.033694359283921,0.28848184782948116,0.02938184782948111,0.08929401395395334
6,20.744229222236335,29.53523163554765,15.308163622507351,unpartitioned,0.022023032993765373,22.820103188027016,0.2554753404188494,0.02139777786327976,0.19162414729340282
7,43.699999999999996,47.120416666666664,62.04318750000016,arrival_plain,0.015487067595049309,28.398503833830038,0.2891870675950493,0.015487067595049309,0.09301329088772274
8,53.333333333333336,32.20889322916667,12.205970703125104,arrival_plain,0.009671319199835049,nan,0.2923501095801356,0.00901677624680225,0.06945240324659877
9,114.62185435895394,16.227356351705918,4.72357046894831,unpartitioned,0.15359641364531978,15.571849621793724,0.3287078199309856,0.03408596557203164,0.13132080003939262
10,68.71341264511699,12.17440779251587,5.528947828755065,unpartitioned,0.0,nan,0.24871341264511695,0.0,0.0
11,47.300000000000004,27.14681992337165,5.848781609195385,unpartitioned,0.01458496355160055,30.490597635012517,0.2585497058647691,0.014583039198102443,0.17419920479530226
12,110.92134313681204,18.805555555555557,3.3234163149290907,unpartitioned,0.10471469556106883,17.113553425941905,0.3309506660639593,0.040029322927147226,0.11562492179418142
13,110.92134313681204,17.202380952380953,3.3234163149292044,unpartitioned,0.100456606085562,16.924003967392206,0.3301304074430291,0.03920906430621701,0.11174158009701811
14,89.88768677127239,30.047183287647524,10.661748456449232,unpartitioned,0.00012851939224706177,nan,0.3033495394968528,0.00012851939224706177,0.009997406607212643
15,77.11977052609822,36.33507350387296,22.520382268008234,arrival_plain,1.538805860512582e-09,nan,0.30711977206490404,1.538805860512582e-09,0.0
16,116.34407226558194,36.69615805229589,15.401259938706517,unpartitioned,0.2186858095968014,15.116076330600054,0.3671152789869665,0.02077120672138455,0.084468920035196
17,25.33333333333334,27.762666666666664,10.575999999999965,unpartitioned,0.03286488842171731,0.0,0.2531656705747618,0.031165670574761828,0.22081598509213543
