file_name,file_size_bytes,width_px,height_px,pixel_variance,nonwhite_ratio,interior_nonwhite_ratio,interior_pixel_variance,interior_colorfulness,dominant_color_fraction,unique_color_count_sampled,is_blank,is_near_blank,blank_level,is_approximately_blank,is_2d_map,figure_manifest_id,plot_category,script_path,case_name_hint,render_mode,output_png_path,relative_path,suspected_root_cause
exchange_event_alignment.png,32682,1350,570,0.012682322412729263,0.04707862248213124,0.0446456877704536,0.007055084686726332,0.018940525129437447,0.9494320987654321,125,False,False,ok,False,False,Fig-CTD-11,hydrograph,scripts/plot_exchange_event_alignment.py,*test7*_fixed_interval_015s,non-2d-plot,plots/exchange_event_alignment.png,artifacts/chapter_coupling_analysis/plots/exchange_event_alignment.png,ok
exchange_q_timeseries.png,113073,1350,1050,0.01726258359849453,0.038622222222222224,0.028256051640667024,0.011034493334591389,0.05648968741297722,0.9611851851851851,217,False,False,ok,False,False,Fig-CTD-08,hydrograph,scripts/plot_exchange_q_timeseries.py,*test7*_fixed_interval_015s,non-2d-plot,plots/exchange_q_timeseries.png,artifacts/chapter_coupling_analysis/plots/exchange_q_timeseries.png,ok
exchange_volume_cumulative.png,75486,1350,675,0.01603979989886284,0.03845706447187924,0.03678605334753086,0.012852807529270649,0.08205746859312057,0.9567407407407408,291,False,False,ok,False,False,Fig-CTD-10,hydrograph,scripts/plot_exchange_volume_cumulative.py,*test7*_fixed_interval_015s,non-2d-plot,plots/exchange_volume_cumulative.png,artifacts/chapter_coupling_analysis/plots/exchange_volume_cumulative.png,ok
flood_front_overlay.png,307758,1500,675,0.03697754442691803,0.6406745679012346,0.9721093266580413,0.02416885830461979,0.11031784862279892,0.3551111111111111,1543,False,False,ok,False,True,Fig-CTD-17,2d_map,scripts/plot_flood_front_overlay.py,*test7*_strict_global_min_dt,mesh_faces_with_gray_edges + flood_front_boundaries,plots/flood_front_overlay.png,artifacts/chapter_coupling_analysis/plots/flood_front_overlay.png,ok
floodplain_partition_compare.png,87682,1650,750,0.023412760347127914,0.0595313131313131,0.04820019723865878,0.01612096093595028,0.12044607102870941,0.9355745058411791,182,False,False,ok,False,False,Fig-CTD-25,other,scripts/plot_floodplain_partition_compare.py,,non-2d-plot,plots/floodplain_partition_compare.png,artifacts/chapter_coupling_analysis/plots/floodplain_partition_compare.png,ok
interval_normalized_axes.png,46359,1650,630,0.01421391498297453,0.05966522366522364,0.05726235146966854,0.008978614583611488,0.0453808456659317,0.9385272040425845,193,False,False,ok,False,False,Fig-CTD-22,hydrograph,scripts/plot_interval_normalized_axes.py,,non-2d-plot,plots/interval_normalized_axes.png,artifacts/chapter_coupling_analysis/plots/interval_normalized_axes.png,ok
peak_error_vs_interval.png,52150,1500,750,0.02487398125231266,0.08024355555555551,0.09322974167998638,0.025156129151582718,0.16210141777992249,0.9205077152812344,138,False,False,ok,False,False,Fig-CTD-19,hydrograph,scripts/plot_peak_error_vs_interval.py,,non-2d-plot,plots/peak_error_vs_interval.png,artifacts/chapter_coupling_analysis/plots/peak_error_vs_interval.png,ok
phase_lag_vs_interval.png,32650,1350,750,0.03601403906941414,0.11486814814814816,0.1487723154656958,0.04144613444805145,0.11261758208274841,0.9002962962962963,70,False,False,ok,False,False,Fig-CTD-21,hydrograph,scripts/plot_phase_lag_vs_interval.py,,non-2d-plot,plots/phase_lag_vs_interval.png,artifacts/chapter_coupling_analysis/plots/phase_lag_vs_interval.png,ok
relative_cost_vs_accuracy.png,31142,1200,750,0.009719318710267544,0.016607777777777777,0.00687508107406927,0.003956058528274298,0.022075923159718513,0.98585,93,False,False,ok,False,False,Fig-CTD-24,hydrograph,scripts/plot_relative_cost_vs_accuracy.py,,non-2d-plot,plots/relative_cost_vs_accuracy.png,artifacts/chapter_coupling_analysis/plots/relative_cost_vs_accuracy.png,ok
rmse_vs_interval.png,31381,1350,750,0.046892061829566956,0.18252740740740736,0.2209312309494459,0.05050165578722954,0.12670916318893433,0.837283950617284,97,False,False,ok,False,False,Fig-CTD-18,hydrograph,scripts/plot_rmse_vs_interval.py,,non-2d-plot,plots/rmse_vs_interval.png,artifacts/chapter_coupling_analysis/plots/rmse_vs_interval.png,ok
scheduler_timeline_schematic.png,28593,1500,570,0.011593611910939217,0.035063157894736796,0.03688244528580663,0.009244496934115887,0.019461309537291527,0.9672855879752431,114,False,False,ok,False,False,Fig-CTD-03,other,scripts/plot_scheduler_timeline_schematic.py,,non-2d-plot,plots/scheduler_timeline_schematic.png,artifacts/chapter_coupling_analysis/plots/scheduler_timeline_schematic.png,ok
stage_hydrographs_1d.png,205815,1350,1200,0.02173776365816593,0.06932160493827155,0.07934080869860687,0.02020835317671299,0.11286929994821548,0.93035,513,False,False,ok,False,False,Fig-CTD-04,hydrograph,scripts/plot_stage_hydrographs_1d.py,*test7*,non-2d-plot,plots/stage_hydrographs_1d.png,artifacts/chapter_coupling_analysis/plots/stage_hydrographs_1d.png,ok
summary_dashboard.png,73965,1800,1200,0.058383990079164505,0.26508055555555554,0.34007073819862726,0.06652876734733582,0.2692032754421234,0.74505,145,False,False,ok,False,False,Fig-CTD-26,dashboard,scripts/plot_summary_dashboard.py,,non-2d-plot,plots/summary_dashboard.png,artifacts/chapter_coupling_analysis/plots/summary_dashboard.png,ok
test7_geometry_and_mesh.png,313571,1725,810,0.018237419426441193,0.6220297011987833,0.8878356582657194,0.015848273411393166,0.046855684369802475,0.5262222222222223,168,False,False,ok,False,True,Fig-CTD-02,2d_map,scripts/plot_test7_geometry_and_mesh.py,*test7*_strict_global_min_dt,mesh_outline_with_gray_edges + vector overlays,plots/test7_geometry_and_mesh.png,artifacts/chapter_coupling_analysis/plots/test7_geometry_and_mesh.png,ok
xt_discharge_river.png,42150,1350,675,0.11129578202962875,0.6090875171467764,0.9265130375325707,0.060545019805431366,0.3238034248352051,0.38246913580246916,327,False,False,ok,False,False,Fig-CTD-07,hydrograph,scripts/plot_xt_discharge_river.py,*test7*_strict_global_min_dt,non-2d-plot,plots/xt_discharge_river.png,artifacts/chapter_coupling_analysis/plots/xt_discharge_river.png,ok
xt_stage_river.png,38378,1350,675,0.10916149616241455,0.6082293552812071,0.9239104049431756,0.06896452605724335,0.3487539291381836,0.3828641975308642,343,False,False,ok,False,False,Fig-CTD-06,hydrograph,scripts/plot_xt_stage_river.py,*test7*_strict_global_min_dt,non-2d-plot,plots/xt_stage_river.png,artifacts/chapter_coupling_analysis/plots/xt_stage_river.png,ok
