case_name,scenario_family,partition,max_depth_map_difference,arrival_time_map_difference,inundated_area_difference,wet_area_iou,wet_area_csi
early_arrival_pulse_strict_global_min_dt,early_arrival_pulse,arrival_plain,0.0,0.0,0.0,1.0,1.0
early_arrival_pulse_strict_global_min_dt,early_arrival_pulse,unpartitioned,0.0,0.0,0.0,1.0,1.0
