time,dt_exchange,mode
0.11024998873472214,0.11024998873472214,strict_global_min_dt
0.23180058598518372,0.12155059725046158,strict_global_min_dt
0.31294303616242014,0.08114245017723642,strict_global_min_dt
0.3934728929881733,0.08052985682575314,strict_global_min_dt
0.473374261979312,0.0799013689911387,strict_global_min_dt
0.5528911727865524,0.07951691080724044,strict_global_min_dt
0.6320439859143814,0.07915281312782896,strict_global_min_dt
0.710858962520965,0.07881497660658365,strict_global_min_dt
0.7893603472702643,0.07850138474929924,strict_global_min_dt
0.8675640558118267,0.07820370854156244,strict_global_min_dt
0.9454851825729824,0.0779211267611557,strict_global_min_dt
1.0231413530194577,0.07765617044647533,strict_global_min_dt
1.100547887341064,0.07740653432160616,strict_global_min_dt
1.17771663440416,0.07716874706309618,strict_global_min_dt
1.2546601700941282,0.07694353568996815,strict_global_min_dt
1.3313911974317616,0.07673102733763337,strict_global_min_dt
1.4079203416531179,0.07652914422135626,strict_global_min_dt
1.4842568674859007,0.07633652583278283,strict_global_min_dt
1.5604140338073689,0.07615716632146818,strict_global_min_dt
1.6364000573006987,0.07598602349332984,strict_global_min_dt
1.7122331534492101,0.07583309614851141,strict_global_min_dt
1.7879179302832071,0.07568477683399699,strict_global_min_dt
1.863465606702718,0.07554767641951088,strict_global_min_dt
1.938884220781333,0.07541861407861505,strict_global_min_dt
2.0141811872639694,0.0752969664826364,strict_global_min_dt
2.089361797706597,0.07518061044262758,strict_global_min_dt
2.1644309528986025,0.07506915519200552,strict_global_min_dt
2.239393604595563,0.07496265169696059,strict_global_min_dt
2.31425934399167,0.07486573939610697,strict_global_min_dt
2.3890353897166654,0.0747760457249953,strict_global_min_dt
2.463724545368142,0.07468915565147638,strict_global_min_dt
2.538331129099167,0.07460658373102502,strict_global_min_dt
2.612859013072664,0.0745278839734973,strict_global_min_dt
2.6873204217514015,0.0744614086787374,strict_global_min_dt
2.761720138617972,0.07439971686657065,strict_global_min_dt
2.836062927436802,0.07434278881882994,strict_global_min_dt
2.910352395998986,0.07428946856218399,strict_global_min_dt
2.9845937872620047,0.07424139126301865,strict_global_min_dt
3.0587924372219293,0.07419864995992453,strict_global_min_dt
3.1329534146256286,0.07416097740369931,strict_global_min_dt
3.2070770848780996,0.07412367025247102,strict_global_min_dt
3.281169187799489,0.07409210292138946,strict_global_min_dt
3.3552321088105153,0.07406292101102618,strict_global_min_dt
3.429270256111485,0.07403814730096991,strict_global_min_dt
3.503286304478832,0.07401604836734688,strict_global_min_dt
3.5772801913964916,0.07399388691765951,strict_global_min_dt
3.6512581634822467,0.07397797208575518,strict_global_min_dt
3.725228269811501,0.07397010632925438,strict_global_min_dt
3.799192942225439,0.073964672413938,strict_global_min_dt
3.873155148059685,0.07396220583424595,strict_global_min_dt
3.9471152646252388,0.07396011656555368,strict_global_min_dt
4.021078533357007,0.07396326873176795,strict_global_min_dt
4.095045281452145,0.07396674809513826,strict_global_min_dt
4.169016895106722,0.07397161365457716,strict_global_min_dt
4.2429963797993375,0.0739794846926154,strict_global_min_dt
4.316982485632867,0.07398610583352916,strict_global_min_dt
4.390979484875464,0.07399699924259728,strict_global_min_dt
4.464989728321198,0.07401024344573415,strict_global_min_dt
4.539012305579045,0.07402257725784711,strict_global_min_dt
4.613048287656756,0.074035982077711,strict_global_min_dt
4.687099955398343,0.07405166774158634,strict_global_min_dt
4.761170372876903,0.07407041747856002,strict_global_min_dt
4.835266205587516,0.07409583271061315,strict_global_min_dt
4.909389536714334,0.07412333112681857,strict_global_min_dt
4.983540968301723,0.07415143158738857,strict_global_min_dt
5.057724288691674,0.07418332038995068,strict_global_min_dt
5.131938503232722,0.07421421454104848,strict_global_min_dt
5.206186599011307,0.07424809577858493,strict_global_min_dt
5.2804682684711,0.07428166945979342,strict_global_min_dt
5.354784559268385,0.07431629079728452,strict_global_min_dt
5.429136252869416,0.07435169360103089,strict_global_min_dt
5.503524681365347,0.07438842849593108,strict_global_min_dt
5.577949913013836,0.07442523164848946,strict_global_min_dt
5.652415049579793,0.07446513656595677,strict_global_min_dt
5.7269190165436505,0.07450396696385742,strict_global_min_dt
5.801464627607188,0.07454561106353719,strict_global_min_dt
5.8760515396088255,0.0745869120016378,strict_global_min_dt
5.950680937199401,0.07462939759057541,strict_global_min_dt
6.025359477020778,0.0746785398213774,strict_global_min_dt
6.100086497780166,0.07472702075938731,strict_global_min_dt
6.174863824343357,0.07477732656319169,strict_global_min_dt
6.249692483458445,0.07482865911508796,strict_global_min_dt
6.324571845902435,0.07487936244398963,strict_global_min_dt
6.399504046797546,0.07493220089511077,strict_global_min_dt
6.474486143461954,0.07498209666440836,strict_global_min_dt
6.549520580891478,0.0750344374295242,strict_global_min_dt
6.624606677016534,0.07508609612505612,strict_global_min_dt
6.699745873378385,0.0751391963618504,strict_global_min_dt
6.774937619509447,0.07519174613106205,strict_global_min_dt
6.850184293186828,0.07524667367738136,strict_global_min_dt
6.925484924921574,0.07530063173474577,strict_global_min_dt
7.000841930548148,0.07535700562657421,strict_global_min_dt
7.076254738959815,0.07541280841166653,strict_global_min_dt
7.1517255603956045,0.07547082143578976,strict_global_min_dt
7.2272538415005805,0.075528281104976,strict_global_min_dt
7.302842094472127,0.07558825297154659,strict_global_min_dt
7.3784957549454075,0.07565366047328048,strict_global_min_dt
7.454214062122954,0.07571830717754668,strict_global_min_dt
7.529996418157589,0.0757823560346349,strict_global_min_dt
7.6058417282806285,0.07584531012303941,strict_global_min_dt
7.681747991944018,0.0759062636633896,strict_global_min_dt
7.757717502422729,0.07596951047871059,strict_global_min_dt
7.833751043819053,0.07603354139632401,strict_global_min_dt
7.909847228535025,0.07609618471597202,strict_global_min_dt
7.986005438964898,0.07615821042987303,strict_global_min_dt
8.062228508677377,0.07622306971247905,strict_global_min_dt
8.138515325653163,0.07628681697578621,strict_global_min_dt
8.21486513535621,0.07634980970304639,strict_global_min_dt
8.291277608142956,0.07641247278674612,strict_global_min_dt
8.367751772661922,0.0764741645189666,strict_global_min_dt
8.444291424010066,0.07653965134814378,strict_global_min_dt
8.520894189551305,0.07660276554123868,strict_global_min_dt
8.59756086293315,0.07666667338184574,strict_global_min_dt
8.674291573851827,0.07673071091867634,strict_global_min_dt
8.75108756623168,0.07679599237985357,strict_global_min_dt
8.827951155600022,0.07686358936834203,strict_global_min_dt
8.904884481568674,0.07693332596865154,strict_global_min_dt
8.981889208497304,0.07700472692862981,strict_global_min_dt
9.058962985902708,0.07707377740540444,strict_global_min_dt
9.136107917744962,0.07714493184225368,strict_global_min_dt
9.213323046830192,0.07721512908523032,strict_global_min_dt
9.290607752264616,0.07728470543442434,strict_global_min_dt
9.367958758604752,0.0773510063401357,strict_global_min_dt
9.4453748250806,0.07741606647584831,strict_global_min_dt
9.522859564930076,0.07748473984947601,strict_global_min_dt
9.600413539874467,0.07755397494439009,strict_global_min_dt
9.67803377858567,0.07762023871120327,strict_global_min_dt
9.755720340657216,0.07768656207154656,strict_global_min_dt
9.833474564172418,0.07775422351520156,strict_global_min_dt
9.911294302903654,0.07781973873123604,strict_global_min_dt
9.989181746462437,0.07788744355878308,strict_global_min_dt
