series_id,threshold,found_crossing,bracket_t0,bracket_t1,bracket_y0,bracket_y1,crossing_time_interp,peak_value,peak_time
mainstem_mid_candidate,0.9200000083446502,True,0.0,0.11024998873472214,0.92,0.9200000166893005,0.05512499400065284,0.9200000166893005,0.11024998873472214
mainstem_mid_reference,0.9200000083446502,True,0.0,0.11024998873472214,0.92,0.9200000166893005,0.05512499400065284,0.9200000166893005,0.11024998873472214
