snapshot_id,time,cell_id,x,y,partition,stage,depth,velocity
snapshot_1,3.37146439088254,0,17.637845324833034,23.59274438372799,unpartitioned,0.24,0.04236215467516699,1.6759532286862305e-16
snapshot_1,3.37146439088254,1,27.25577077776367,29.53523163554765,unpartitioned,0.240589104111097,0.0,0.0
snapshot_1,3.37146439088254,2,17.15283263343198,18.656805026693082,unpartitioned,0.24,0.04284716736656802,1.2085981890942498e-16
snapshot_1,3.37146439088254,3,111.32398436559326,31.363966392729356,unpartitioned,0.3413241709996036,1.8663401035734495e-07,0.011585409929835545
snapshot_1,3.37146439088254,4,37.4,46.666666666666664,arrival_plain,0.26739999999999997,0.0,0.0
snapshot_1,3.37146439088254,5,30.400000000000002,44.315,arrival_plain,0.2604,0.0,0.0
snapshot_1,3.37146439088254,6,22.07756255556967,29.53523163554765,unpartitioned,0.24,0.004589104111097031,5.921850722850959e-18
snapshot_1,3.37146439088254,7,48.199999999999996,44.31875,arrival_plain,0.2782,0.0,0.0
snapshot_1,3.37146439088254,8,62.6,28.386666666666667,unpartitioned,0.25926666666666665,0.0,0.0
snapshot_1,3.37146439088254,9,119.32505255953855,18.75,unpartitioned,0.33102061709381814,0.031695564534279574,0.006532789988344732
snapshot_1,3.37146439088254,10,69.4,24.819189726531537,unpartitioned,0.24939999999999998,0.0,0.0
snapshot_1,3.37146439088254,11,51.866666666666674,32.666666666666664,arrival_plain,0.2652,0.0,0.0
snapshot_1,3.37146439088254,12,114.65731769892659,31.760791789554755,unpartitioned,0.3449954941555685,0.0003381764566419698,0.38323227177365043
snapshot_1,3.37146439088254,13,117.42350444886284,16.744143183220825,unpartitioned,0.3278076868451466,0.030384182396283765,0.4253935165415624
snapshot_1,3.37146439088254,14,57.869251898529654,46.544641097107764,arrival_plain,0.2878692518985297,0.0,0.0
snapshot_1,3.37146439088254,15,81.18320396435773,47.85715976677589,arrival_plain,0.3111832039643578,0.0,0.0
snapshot_1,3.37146439088254,16,116.66666666666667,39.333333333333336,unpartitioned,0.3466666666666667,0.0,0.0
snapshot_1,3.37146439088254,17,25.33333333333334,27.762666666666664,unpartitioned,0.24,0.018000000000000016,3.491651713295159e-17
snapshot_1,3.37146439088254,18,107.86197329784788,29.85031932155636,unpartitioned,0.3211953066311812,0.0,0.0
snapshot_1,3.37146439088254,19,29.2,38.98166666666666,arrival_plain,0.25920000000000004,0.0,0.0
snapshot_1,3.37146439088254,20,49.50459016652248,24.806928291586072,unpartitioned,0.2407766020150658,0.011272011848543317,0.011859253339885413
snapshot_1,3.37146439088254,21,86.66648230632562,22.91600406674011,unpartitioned,0.2666664823063256,0.0,0.0
snapshot_1,3.37146439088254,22,59.0,31.72,unpartitioned,0.2723333333333333,0.0,0.0
snapshot_1,3.37146439088254,23,14.802469135802468,24.509259259259256,unpartitioned,0.24,0.045197530864197505,2.1738278229899542e-16
snapshot_1,3.37146439088254,24,45.17626810881328,19.87442415717361,unpartitioned,0.24000077947266674,0.01482451136385346,2.205321159781364e-05
snapshot_1,3.37146439088254,25,48.666666666666664,29.333333333333332,unpartitioned,0.25515655713648966,0.009823223803156339,0.0043812306336602075
snapshot_1,3.37146439088254,26,19.410895888903003,27.772564968880985,unpartitioned,0.24,0.023922437444430317,7.107542617206789e-17
snapshot_1,3.37146439088254,27,19.973533837783567,39.542688177603594,unpartitioned,0.2499738602749487,3.26437165132365e-07,0.01770434359072159
snapshot_1,3.37146439088254,28,9.006084388196653,19.111379143919716,unpartitioned,0.24,0.05099391561180333,1.799618115489822e-17
snapshot_1,3.37146439088254,29,2.873049624332493,28.293671563691788,unpartitioned,0.24,0.040460283709000816,5.573061562786431e-17
snapshot_1,3.37146439088254,30,17.773533837783567,44.87602151093693,unpartitioned,0.24777353383778356,0.0,0.0
snapshot_1,3.37146439088254,31,24.0,34.42933333333333,arrival_plain,0.2552938976114639,0.0012938976114639233,7.79764954044608e-06
snapshot_1,3.37146439088254,32,10.666666666666666,24.222222222222225,unpartitioned,0.24,0.04933333333333331,7.228911966885151e-17
snapshot_1,3.37146439088254,33,21.277562555569666,32.86856496888098,unpartitioned,0.25127803810097543,4.75545405775879e-07,0.017704343591260496
snapshot_1,3.37146439088254,34,43.4,41.333333333333336,arrival_plain,0.27340000000000003,0.0,0.0
snapshot_1,3.37146439088254,35,23.0,49.64833333333333,arrival_plain,0.253,0.0,0.0
snapshot_1,3.37146439088254,36,18.051096393353234,35.000253146484575,unpartitioned,0.24805109639335324,0.0,0.0
snapshot_1,3.37146439088254,37,35.25577077776367,31.105898302214317,unpartitioned,0.2552043817461771,0.006615277635080102,0.0028911206310944107
snapshot_1,3.37146439088254,38,26.72243744443033,32.86856496888098,arrival_plain,0.2567224374444303,0.0,0.0
snapshot_1,3.37146439088254,39,10.313250128782727,33.79035835718744,unpartitioned,0.2403132501287827,0.0,0.0
snapshot_1,3.37146439088254,40,24.0,38.98166666666666,arrival_plain,0.25529394172577896,0.0012939417257789576,7.193790059782037e-06
snapshot_1,3.37146439088254,41,31.122437444430332,34.43923163554765,arrival_plain,0.26112243744443037,0.0,0.0
snapshot_1,3.37146439088254,42,33.52243744443033,27.772564968880985,unpartitioned,0.2403630017102804,0.01017389759918344,0.0048014215761024315
snapshot_1,3.37146439088254,43,9.773533837783567,42.894354844270254,unpartitioned,0.24,0.00022646616221644322,1.3821176506177115e-20
snapshot_1,3.37146439088254,44,10.666666666666666,27.60233194922539,unpartitioned,0.24,0.03266666666666665,2.2162748963473225e-16
snapshot_1,3.37146439088254,45,43.6,32.666666666666664,arrival_plain,0.2569333333333333,0.0,0.0
snapshot_1,3.37146439088254,46,23.04744061524612,18.69110070074684,unpartitioned,0.24,0.036952559384753864,3.067335664833583e-17
snapshot_1,3.37146439088254,47,111.66666666666667,46.666666666666664,unpartitioned,0.3416666666666666,0.0,0.0
