case_name,scenario_family,partition,max_depth_map_difference,arrival_time_map_difference,inundated_area_difference,wet_area_iou,wet_area_csi
early_arrival_pulse_fixed_interval_002s,early_arrival_pulse,arrival_plain,0.0010988446067228819,0.6359250697693124,0.0,1.0,1.0
early_arrival_pulse_fixed_interval_002s,early_arrival_pulse,unpartitioned,0.09713385317345247,1.0121615637827972,229.47349475818237,0.883702868249862,0.883702868249862
